copy0,copy1,processsymbols,createtree,createtree_partition,assigncodeword,assigncodeword_partition,obj1,obj2
1392,4,16,4,1,2,4,1,32.618,3162
1393,4,16,4,1,2,4,2,32.510,3180
1394,4,16,4,1,2,4,4,33.309,2983
1395,4,16,4,1,4,1,1,33.202,2735
1396,4,16,4,1,4,1,2,35.032,2588
1397,4,16,4,1,4,1,4,34.569,2563
1398,4,16,4,1,4,2,1,34.847,2931
1399,4,16,4,1,4,2,2,33.836,2924
1400,4,16,4,1,4,2,4,34.430,2880
1401,4,16,4,1,4,4,1,33.049,3363
1402,4,16,4,1,4,4,2,33.493,3232
1403,4,16,4,1,4,4,4,34.624,3111
1404,4,16,4,2,1,1,1,30.522,2747
1406,4,16,4,2,1,1,4,30.082,2688
1407,4,16,4,2,1,2,1,31.170,3114
1408,4,16,4,2,1,2,2,30.049,3119
1423,4,16,4,2,4,1,2,28.165,3174
1424,4,16,4,2,4,1,4,29.342,3143
1458,16,1,1,1,1,1,1,35.204,897
1459,16,1,1,1,1,1,2,37.800,903
1460,16,1,1,1,1,1,4,36.623,904
1461,16,1,1,1,1,2,1,36.719,968
1462,16,1,1,1,1,2,2,36.849,947
1463,16,1,1,1,1,2,4,35.427,952
1464,16,1,1,1,1,4,1,37.102,1027
1465,16,1,1,1,1,4,2,36.896,1019
1466,16,1,1,1,1,4,4,37.963,1018
1467,16,1,1,1,2,1,1,37.157,958
1468,16,1,1,1,2,1,2,37.307,953
1469,16,1,1,1,2,1,4,36.799,972
1470,16,1,1,1,2,2,1,35.777,1019
1471,16,1,1,1,2,2,2,36.985,991
1472,16,1,1,1,2,2,4,36.026,1025
1473,16,1,1,1,2,4,1,36.520,1114
1474,16,1,1,1,2,4,2,36.654,1093
1475,16,1,1,1,2,4,4,36.596,1059
1476,16,1,1,1,4,1,1,36.242,1087
1477,16,1,1,1,4,1,2,35.410,1026
1478,16,1,1,1,4,1,4,36.719,1043
1479,16,1,1,1,4,2,1,36.145,1100
1480,16,1,1,1,4,2,2,37.102,1072
1481,16,1,1,1,4,2,4,35.843,1092
1482,16,1,1,1,4,4,1,35.817,1177
1483,16,1,1,1,4,4,2,36.463,1182
1484,16,1,1,1,4,4,4,36.730,1150
1485,16,1,1,2,1,1,1,36.707,1016
1486,16,1,1,2,1,1,2,35.535,1009
1487,16,1,1,2,1,1,4,36.486,1001
1488,16,1,1,2,1,2,1,37.102,1064
1489,16,1,1,2,1,2,2,36.074,1044
1490,16,1,1,2,1,2,4,36.223,1035
1491,16,1,1,2,1,4,1,37.327,1098
1492,16,1,1,2,1,4,2,36.369,1124
1493,16,1,1,2,1,4,4,36.001,1100
1494,16,1,1,2,2,1,1,34.371,1115
1495,16,1,1,2,2,1,2,34.890,1078
1496,16,1,1,2,2,1,4,34.952,1081
1497,16,1,1,2,2,2,1,34.642,1119
1498,16,1,1,2,2,2,2,33.462,1073
1499,16,1,1,2,2,2,4,35.169,1090
1500,16,1,1,2,2,4,1,33.654,1224
1501,16,1,1,2,2,4,2,33.855,1219
1502,16,1,1,2,2,4,4,34.969,1223
1503,16,1,1,2,4,1,1,33.535,1267
1504,16,1,1,2,4,1,2,33.599,1220
1505,16,1,1,2,4,1,4,33.449,1148
1506,16,1,1,2,4,2,1,33.845,1272
1507,16,1,1,2,4,2,2,34.108,1289
1508,16,1,1,2,4,2,4,33.651,1215
1509,16,1,1,2,4,4,1,33.930,1362
1510,16,1,1,2,4,4,2,33.770,1325
1511,16,1,1,2,4,4,4,33.865,1331
1512,16,1,1,4,1,1,1,35.102,1129
1513,16,1,1,4,1,1,2,34.827,1115
1514,16,1,1,4,1,1,4,34.841,1147
1515,16,1,1,4,1,2,1,35.071,1203
1516,16,1,1,4,1,2,2,35.506,1161
1517,16,1,1,4,1,2,4,35.481,1210
1518,16,1,1,4,1,4,1,33.677,1271
1519,16,1,1,4,1,4,2,34.910,1285
1520,16,1,1,4,1,4,4,35.113,1246
1521,16,1,1,4,2,1,1,31.018,1299
1522,16,1,1,4,2,1,2,30.459,1309
1523,16,1,1,4,2,1,4,30.499,1296
1524,16,1,1,4,2,2,1,31.086,1370
1525,16,1,1,4,2,2,2,31.547,1338
1526,16,1,1,4,2,2,4,30.578,1343
1527,16,1,1,4,2,4,1,30.506,1476
1528,16,1,1,4,2,4,2,30.982,1437
1529,16,1,1,4,2,4,4,31.031,1488
1530,16,1,1,4,4,1,1,31.637,1332
1531,16,1,1,4,4,1,2,31.510,1390
1532,16,1,1,4,4,1,4,31.324,1327
1533,16,1,1,4,4,2,1,31.341,1406
1534,16,1,1,4,4,2,2,30.653,1367
1535,16,1,1,4,4,2,4,31.493,1393
1536,16,1,1,4,4,4,1,31.666,1450
1537,16,1,1,4,4,4,2,31.841,1482
1538,16,1,1,4,4,4,4,31.637,1486
1539,16,1,2,1,1,1,1,35.668,959
1540,16,1,2,1,1,1,2,37.910,921
1541,16,1,2,1,1,1,4,37.244,960
1542,16,1,2,1,1,2,1,36.811,954
1543,16,1,2,1,1,2,2,36.673,971
1544,16,1,2,1,1,2,4,35.748,970
1545,16,1,2,1,1,4,1,36.448,1075
1546,16,1,2,1,1,4,2,36.486,1029
1547,16,1,2,1,1,4,4,36.935,1079
1548,16,1,2,1,2,1,1,36.985,1007
1549,16,1,2,1,2,1,2,36.056,1028
1550,16,1,2,1,2,1,4,35.647,1025
1551,16,1,2,1,2,2,1,38.995,1028
1552,16,1,2,1,2,2,2,37.434,1017
1553,16,1,2,1,2,2,4,35.752,1022
1554,16,1,2,1,2,4,1,36.703,1112
1555,16,1,2,1,2,4,2,37.335,1086
1556,16,1,2,1,2,4,4,37.319,1095
1557,16,1,2,1,4,1,1,37.016,1057
1558,16,1,2,1,4,1,2,37.378,1061
1559,16,1,2,1,4,1,4,35.879,1044
1560,16,1,2,1,4,2,1,36.130,1123
1561,16,1,2,1,4,2,2,36.456,1121
1562,16,1,2,1,4,2,4,36.130,1119
1563,16,1,2,1,4,4,1,36.573,1171
1564,16,1,2,1,4,4,2,36.231,1199
1565,16,1,2,1,4,4,4,36.004,1176
1566,16,1,2,2,1,1,1,37.208,1039
1567,16,1,2,2,1,1,2,37.141,1041
1568,16,1,2,2,1,1,4,36.452,1023
1569,16,1,2,2,1,2,1,35.956,1091
1570,16,1,2,2,1,2,2,36.328,1061
1571,16,1,2,2,1,2,4,37.530,1041
1572,16,1,2,2,1,4,1,36.433,1128
1573,16,1,2,2,1,4,2,36.426,1168
1574,16,1,2,2,1,4,4,36.049,1145
1575,16,1,2,2,2,1,1,33.574,1094
1576,16,1,2,2,2,1,2,34.398,1096
1577,16,1,2,2,2,1,4,34.765,1084
1578,16,1,2,2,2,2,1,34.071,1171
1579,16,1,2,2,2,2,2,34.354,1158
1580,16,1,2,2,2,2,4,34.862,1150
1581,16,1,2,2,2,4,1,33.973,1220
1582,16,1,2,2,2,4,2,34.540,1255
1583,16,1,2,2,2,4,4,33.793,1245
1584,16,1,2,2,4,1,1,33.526,1244
1585,16,1,2,2,4,1,2,33.754,1248
1586,16,1,2,2,4,1,4,33.770,1223
1587,16,1,2,2,4,2,1,32.904,1308
1588,16,1,2,2,4,2,2,34.065,1278
1589,16,1,2,2,4,2,4,32.831,1290
1590,16,1,2,2,4,4,1,34.274,1373
1591,16,1,2,2,4,4,2,33.354,1352
1592,16,1,2,2,4,4,4,33.187,1381
1593,16,1,2,4,1,1,1,35.521,1182
1594,16,1,2,4,1,1,2,34.540,1169
1595,16,1,2,4,1,1,4,35.141,1166
1596,16,1,2,4,1,2,1,34.543,1203
1597,16,1,2,4,1,2,2,35.253,1225
1598,16,1,2,4,1,2,4,35.074,1231
1599,16,1,2,4,1,4,1,35.310,1323
1600,16,1,2,4,1,4,2,34.432,1300
1601,16,1,2,4,1,4,4,33.209,1308
1602,16,1,2,4,2,1,1,30.763,1331
1603,16,1,2,4,2,1,2,31.657,1363
1604,16,1,2,4,2,1,4,30.589,1355
1605,16,1,2,4,2,2,1,31.048,1352
1606,16,1,2,4,2,2,2,31.194,1378
1607,16,1,2,4,2,2,4,31.789,1405
1608,16,1,2,4,2,4,1,31.322,1415
1609,16,1,2,4,2,4,2,31.023,1473
1610,16,1,2,4,2,4,4,30.496,1508
1611,16,1,2,4,4,1,1,31.338,1388
1612,16,1,2,4,4,1,2,32.443,1380
1613,16,1,2,4,4,1,4,31.428,1453
1614,16,1,2,4,4,2,1,31.213,1425
1615,16,1,2,4,4,2,2,31.141,1415
1616,16,1,2,4,4,2,4,31.760,1401
1617,16,1,2,4,4,4,1,31.092,1606
1618,16,1,2,4,4,4,2,31.283,1532
1619,16,1,2,4,4,4,4,30.440,1520
1620,16,1,4,1,1,1,1,37.248,965
1621,16,1,4,1,1,1,2,37.634,943
1622,16,1,4,1,1,1,4,38.298,942
1623,16,1,4,1,1,2,1,38.716,1009
1624,16,1,4,1,1,2,2,37.157,983
1625,16,1,4,1,1,2,4,37.347,999
1626,16,1,4,1,1,4,1,37.005,1088
1627,16,1,4,1,1,4,2,37.886,1075
1628,16,1,4,1,1,4,4,35.887,1092
1629,16,1,4,1,2,1,1,36.332,1027
1630,16,1,4,1,2,1,2,37.024,1039
1631,16,1,4,1,2,1,4,36.973,1048
1632,16,1,4,1,2,2,1,37.434,1088
1633,16,1,4,1,2,2,2,36.045,1055
1634,16,1,4,1,2,2,4,36.388,1092
1635,16,1,4,1,2,4,1,36.604,1159
1636,16,1,4,1,2,4,2,36.302,1141
1637,16,1,4,1,2,4,4,37.442,1151
1638,16,1,4,1,4,1,1,36.414,1076
1639,16,1,4,1,4,1,2,35.719,1072
1640,16,1,4,1,4,1,4,36.997,1103
1641,16,1,4,1,4,2,1,36.838,1133
1642,16,1,4,1,4,2,2,35.481,1149
1643,16,1,4,1,4,2,4,36.623,1156
1644,16,1,4,1,4,4,1,36.535,1232
1645,16,1,4,1,4,4,2,35.424,1224
1646,16,1,4,1,4,4,4,36.608,1223
1647,16,1,4,2,1,1,1,36.573,1099
1648,16,1,4,2,1,1,2,37.370,1089
1649,16,1,4,2,1,1,4,37.398,1061
1650,16,1,4,2,1,2,1,35.876,1130
1651,16,1,4,2,1,2,2,36.365,1102
1652,16,1,4,2,1,2,4,35.282,1143
1653,16,1,4,2,1,4,1,36.335,1172
1654,16,1,4,2,1,4,2,36.680,1136
1655,16,1,4,2,1,4,4,35.857,1230
1656,16,1,4,2,2,1,1,33.839,1159
1657,16,1,4,2,2,1,2,33.484,1124
1658,16,1,4,2,2,1,4,34.134,1145
1659,16,1,4,2,2,2,1,34.071,1182
1660,16,1,4,2,2,2,2,33.635,1166
1661,16,1,4,2,2,2,4,33.275,1181
1662,16,1,4,2,2,4,1,34.321,1323
1663,16,1,4,2,2,4,2,33.894,1290
1664,16,1,4,2,2,4,4,33.181,1228
1665,16,1,4,2,4,1,1,33.121,1226
1666,16,1,4,2,4,1,2,33.783,1226
1667,16,1,4,2,4,1,4,33.542,1235
1668,16,1,4,2,4,2,1,34.227,1350
1669,16,1,4,2,4,2,2,33.696,1260
1670,16,1,4,2,4,2,4,34.078,1307
1671,16,1,4,2,4,4,1,33.203,1428
1672,16,1,4,2,4,4,2,33.986,1429
1673,16,1,4,2,4,4,4,32.509,1411
1674,16,1,4,4,1,1,1,34.114,1193
1675,16,1,4,4,1,1,2,34.006,1226
1676,16,1,4,4,1,1,4,34.700,1213
1677,16,1,4,4,1,2,1,35.022,1265
1678,16,1,4,4,1,2,2,35.071,1251
1679,16,1,4,4,1,2,4,35.310,1252
1680,16,1,4,4,1,4,1,35.004,1321
1681,16,1,4,4,1,4,2,35.232,1322
1682,16,1,4,4,1,4,4,34.277,1338
1683,16,1,4,4,2,1,1,30.637,1433
1684,16,1,4,4,2,1,2,30.330,1362
1685,16,1,4,4,2,1,4,31.847,1349
1686,16,1,4,4,2,2,1,30.963,1395
1687,16,1,4,4,2,2,2,31.700,1408
1688,16,1,4,4,2,2,4,31.133,1429
1689,16,1,4,4,2,4,1,31.313,1491
1690,16,1,4,4,2,4,2,31.089,1496
1691,16,1,4,4,2,4,4,30.448,1479
1692,16,1,4,4,4,1,1,31.760,1383
1693,16,1,4,4,4,1,2,31.683,1430
1694,16,1,4,4,4,1,4,31.470,1446
1695,16,1,4,4,4,2,1,31.777,1433
1696,16,1,4,4,4,2,2,31.572,1421
1697,16,1,4,4,4,2,4,31.161,1428
1698,16,1,4,4,4,4,1,31.640,1544
1699,16,1,4,4,4,4,2,31.106,1509
1700,16,1,4,4,4,4,4,31.163,1547
1701,16,4,1,1,1,1,1,35.800,1313
1702,16,4,1,1,1,1,2,37.931,1315
1703,16,4,1,1,1,1,4,38.133,1290
1704,16,4,1,1,1,2,1,35.822,1356
1705,16,4,1,1,1,2,2,37.295,1371
1706,16,4,1,1,1,2,4,37.565,1356
1707,16,4,1,1,1,4,1,37.577,1483
1708,16,4,1,1,1,4,2,37.985,1492
1709,16,4,1,1,1,4,4,37.214,1474
1710,16,4,1,1,2,1,1,35.258,1336
1711,16,4,1,1,2,1,2,34.653,1351
1712,16,4,1,1,2,1,4,35.558,1365
1713,16,4,1,1,2,2,1,35.415,1426
1714,16,4,1,1,2,2,2,35.441,1436
1715,16,4,1,1,2,2,4,36.622,1418
1716,16,4,1,1,2,4,1,35.935,1598
1717,16,4,1,1,2,4,2,35.547,1516
1718,16,4,1,1,2,4,4,36.412,1552
1719,16,4,1,1,4,1,1,35.157,1430
1720,16,4,1,1,4,1,2,34.996,1407
1721,16,4,1,1,4,1,4,34.632,1424
1722,16,4,1,1,4,2,1,34.733,1560
1723,16,4,1,1,4,2,2,35.179,1505
1724,16,4,1,1,4,2,4,34.762,1504
1725,16,4,1,1,4,4,1,34.489,1649
1726,16,4,1,1,4,4,2,35.146,1620
1727,16,4,1,1,4,4,4,34.193,1598
1728,16,4,1,2,1,1,1,34.098,1406
1729,16,4,1,2,1,1,2,34.496,1471
1730,16,4,1,2,1,1,4,34.726,1448
1731,16,4,1,2,1,2,1,34.292,1565
1732,16,4,1,2,1,2,2,32.862,1525
1733,16,4,1,2,1,2,4,33.732,1545
1734,16,4,1,2,1,4,1,35.136,1613
1735,16,4,1,2,1,4,2,34.691,1591
1736,16,4,1,2,1,4,4,34.989,1629
1737,16,4,1,2,2,1,1,32.141,1549
1738,16,4,1,2,2,1,2,31.970,1486
1739,16,4,1,2,2,1,4,32.442,1481
1740,16,4,1,2,2,2,1,32.504,1606
1741,16,4,1,2,2,2,2,31.299,1552
1742,16,4,1,2,2,2,4,31.038,1577
1743,16,4,1,2,2,4,1,32.105,1697
1744,16,4,1,2,2,4,2,31.949,1687
1745,16,4,1,2,2,4,4,32.587,1655
1746,16,4,1,2,4,1,1,31.503,1716
1747,16,4,1,2,4,1,2,31.330,1726
1748,16,4,1,2,4,1,4,32.129,1750
1749,16,4,1,2,4,2,1,31.143,1850
1750,16,4,1,2,4,2,2,30.705,1803
1751,16,4,1,2,4,2,4,31.952,1791
1752,16,4,1,2,4,4,1,32.412,1939
1753,16,4,1,2,4,4,2,32.183,1867
1754,16,4,1,2,4,4,4,32.162,1890
1755,16,4,1,4,1,1,1,31.348,1648
1756,16,4,1,4,1,1,2,31.704,1661
1757,16,4,1,4,1,1,4,30.546,1622
1758,16,4,1,4,1,2,1,32.235,1751
1759,16,4,1,4,1,2,2,30.882,1759
1760,16,4,1,4,1,2,4,30.729,1691
1761,16,4,1,4,1,4,1,30.486,1851
1762,16,4,1,4,1,4,2,33.087,1855
1763,16,4,1,4,1,4,4,29.774,1891
1764,16,4,1,4,2,1,1,27.741,1799
1765,16,4,1,4,2,1,2,27.790,1792
1766,16,4,1,4,2,1,4,27.640,1756
1767,16,4,1,4,2,2,1,27.714,1877
1768,16,4,1,4,2,2,2,28.081,1816
1769,16,4,1,4,2,2,4,27.965,1792
1770,16,4,1,4,2,4,1,27.974,2018
1771,16,4,1,4,2,4,2,26.167,1942
1772,16,4,1,4,2,4,4,28.081,1899
1773,16,4,1,4,4,1,1,29.291,1885
1774,16,4,1,4,4,1,2,29.298,1909
1775,16,4,1,4,4,1,4,28.847,1865
1776,16,4,1,4,4,2,1,29.156,1954
1777,16,4,1,4,4,2,2,30.103,1871
1778,16,4,1,4,4,2,4,29.748,1968
1779,16,4,1,4,4,4,1,29.500,2076
1780,16,4,1,4,4,4,2,29.627,2027
1781,16,4,1,4,4,4,4,28.514,2127
1782,16,4,2,1,1,1,1,37.430,1325
1783,16,4,2,1,1,1,2,37.348,1318
1784,16,4,2,1,1,1,4,37.914,1331
1785,16,4,2,1,1,2,1,37.639,1443
1786,16,4,2,1,1,2,2,38.274,1417
1787,16,4,2,1,1,2,4,37.985,1408
1788,16,4,2,1,1,4,1,36.681,1577
1789,16,4,2,1,1,4,2,37.927,1512
1790,16,4,2,1,1,4,4,37.170,1492
1791,16,4,2,1,2,1,1,34.762,1372
1792,16,4,2,1,2,1,2,34.719,1398
1793,16,4,2,1,2,1,4,34.857,1328
1794,16,4,2,1,2,2,1,36.323,1462
1795,16,4,2,1,2,2,2,36.170,1486
1796,16,4,2,1,2,2,4,35.573,1414
1797,16,4,2,1,2,4,1,35.777,1602
1798,16,4,2,1,2,4,2,35.386,1554
1799,16,4,2,1,2,4,4,35.071,1531
1800,16,4,2,1,4,1,1,34.635,1460
1801,16,4,2,1,4,1,2,35.774,1512
1802,16,4,2,1,4,1,4,34.832,1489
1803,16,4,2,1,4,2,1,35.046,1554
1804,16,4,2,1,4,2,2,34.510,1616
1805,16,4,2,1,4,2,4,34.681,1509
1806,16,4,2,1,4,4,1,34.461,1673
1807,16,4,2,1,4,4,2,34.485,1689
1808,16,4,2,1,4,4,4,34.057,1665
1809,16,4,2,2,1,1,1,33.662,1412
1810,16,4,2,2,1,1,2,34.530,1416
1811,16,4,2,2,1,1,4,34.030,1427
1812,16,4,2,2,1,2,1,34.451,1596
1813,16,4,2,2,1,2,2,34.471,1552
1814,16,4,2,2,1,2,4,34.423,1583
1815,16,4,2,2,1,4,1,34.423,1676
1816,16,4,2,2,1,4,2,32.970,1641
1817,16,4,2,2,1,4,4,33.078,1707
1818,16,4,2,2,2,1,1,31.553,1480
1819,16,4,2,2,2,1,2,31.822,1501
1820,16,4,2,2,2,1,4,32.433,1441
1821,16,4,2,2,2,2,1,32.189,1598
1822,16,4,2,2,2,2,2,32.075,1594
1823,16,4,2,2,2,2,4,32.211,1542
1824,16,4,2,2,2,4,1,31.742,1753
1825,16,4,2,2,2,4,2,31.579,1706
1826,16,4,2,2,2,4,4,32.581,1666
1827,16,4,2,2,4,1,1,32.424,1764
1828,16,4,2,2,4,1,2,31.654,1704
1829,16,4,2,2,4,1,4,31.109,1748
1830,16,4,2,2,4,2,1,31.072,1889
1831,16,4,2,2,4,2,2,31.687,1860
1832,16,4,2,2,4,2,4,32.162,1784
1833,16,4,2,2,4,4,1,31.985,1963
1834,16,4,2,2,4,4,2,31.681,1991
1835,16,4,2,2,4,4,4,31.961,1881
1836,16,4,2,4,1,1,1,31.769,1754
1837,16,4,2,4,1,1,2,30.929,1709
1838,16,4,2,4,1,1,4,30.389,1651
1839,16,4,2,4,1,2,1,31.816,1739
1840,16,4,2,4,1,2,2,31.168,1772
1841,16,4,2,4,1,2,4,31.532,1722
1842,16,4,2,4,1,4,1,30.043,1962
1843,16,4,2,4,1,4,2,30.421,1933
1844,16,4,2,4,1,4,4,32.054,1866
1845,16,4,2,4,2,1,1,27.358,1828
1846,16,4,2,4,2,1,2,27.844,1737
1847,16,4,2,4,2,1,4,28.257,1804
1848,16,4,2,4,2,2,1,27.178,1878
1849,16,4,2,4,2,2,2,28.114,1891
1850,16,4,2,4,2,2,4,26.743,1857
1851,16,4,2,4,2,4,1,27.107,1960
1852,16,4,2,4,2,4,2,27.831,2023
1853,16,4,2,4,2,4,4,27.225,1974
1854,16,4,2,4,4,1,1,29.338,1951
1855,16,4,2,4,4,1,2,29.062,1981
1856,16,4,2,4,4,1,4,29.888,1961
1857,16,4,2,4,4,2,1,28.229,1936
1858,16,4,2,4,4,2,2,28.487,2032
1859,16,4,2,4,4,2,4,28.405,1936
1860,16,4,2,4,4,4,1,29.563,2110
1861,16,4,2,4,4,4,2,29.653,2132
1862,16,4,2,4,4,4,4,28.952,2072
1863,16,4,4,1,1,1,1,36.862,1346
1864,16,4,4,1,1,1,2,35.837,1362
1865,16,4,4,1,1,1,4,38.163,1364
1866,16,4,4,1,1,2,1,36.082,1432
1867,16,4,4,1,1,2,2,38.011,1467
1868,16,4,4,1,1,2,4,37.442,1428
1869,16,4,4,1,1,4,1,37.847,1590
1870,16,4,4,1,1,4,2,36.493,1512
1871,16,4,4,1,1,4,4,37.660,1581
1872,16,4,4,1,2,1,1,34.992,1372
1873,16,4,4,1,2,1,2,36.025,1419
1874,16,4,4,1,2,1,4,35.507,1433
1875,16,4,4,1,2,2,1,35.536,1525
1876,16,4,4,1,2,2,2,35.248,1516
1877,16,4,4,1,2,2,4,34.653,1518
1878,16,4,4,1,2,4,1,35.426,1615
1879,16,4,4,1,2,4,2,35.651,1574
1880,16,4,4,1,2,4,4,35.028,1602
1881,16,4,4,1,4,1,1,35.021,1478
1882,16,4,4,1,4,1,2,35.444,1498
1883,16,4,4,1,4,1,4,34.597,1518
1884,16,4,4,1,4,2,1,34.705,1566
1885,16,4,4,1,4,2,2,34.489,1550
1886,16,4,4,1,4,2,4,34.740,1535
1887,16,4,4,1,4,4,1,34.625,1660
1888,16,4,4,1,4,4,2,34.744,1749
1889,16,4,4,1,4,4,4,34.783,1651
1890,16,4,4,2,1,1,1,34.572,1428
1891,16,4,4,2,1,1,2,34.444,1514
1892,16,4,4,2,1,1,4,33.752,1474
1893,16,4,4,2,1,2,1,34.227,1612
1894,16,4,4,2,1,2,2,34.688,1600
1895,16,4,4,2,1,2,4,34.489,1540
1896,16,4,4,2,1,4,1,34.330,1751
1897,16,4,4,2,1,4,2,34.639,1686
1898,16,4,4,2,1,4,4,33.355,1715
1899,16,4,4,2,2,1,1,31.567,1597
1900,16,4,4,2,2,1,2,31.831,1600
1901,16,4,4,2,2,1,4,32.009,1531
1902,16,4,4,2,2,2,1,32.320,1566
1903,16,4,4,2,2,2,2,31.109,1674
1904,16,4,4,2,2,2,4,31.914,1586
1905,16,4,4,2,2,4,1,31.308,1765
1906,16,4,4,2,2,4,2,32.147,1689
1907,16,4,4,2,2,4,4,31.822,1711
1908,16,4,4,2,4,1,1,31.728,1805
1909,16,4,4,2,4,1,2,32.060,1822
1910,16,4,4,2,4,1,4,31.734,1776
1911,16,4,4,2,4,2,1,31.231,1889
1912,16,4,4,2,4,2,2,32.078,1848
1913,16,4,4,2,4,2,4,31.949,1878
1914,16,4,4,2,4,4,1,31.033,2026
1915,16,4,4,2,4,4,2,32.060,2009
1916,16,4,4,2,4,4,4,30.376,1996
1917,16,4,4,4,1,1,1,32.051,1750
1918,16,4,4,4,1,1,2,31.231,1762
1919,16,4,4,4,1,1,4,30.541,1710
1920,16,4,4,4,1,2,1,32.042,1790
1921,16,4,4,4,1,2,2,31.477,1786
1922,16,4,4,4,1,2,4,32.114,1839
1923,16,4,4,4,1,4,1,31.622,1961
1924,16,4,4,4,1,4,2,31.168,1932
1925,16,4,4,4,1,4,4,30.392,1914
1926,16,4,4,4,2,1,1,27.513,1821
1927,16,4,4,4,2,1,2,26.567,1874
1928,16,4,4,4,2,1,4,27.582,1828
1929,16,4,4,4,2,2,1,27.582,1926
1930,16,4,4,4,2,2,2,27.935,1936
1931,16,4,4,4,2,2,4,28.750,1879
1932,16,4,4,4,2,4,1,27.960,2030
1933,16,4,4,4,2,4,2,28.234,2011
1934,16,4,4,4,2,4,4,26.991,2036
1936,16,4,4,4,4,1,2,29.023,1938
1937,16,4,4,4,4,1,4,29.328,1901
1938,16,4,4,4,4,2,1,29.653,2101
1939,16,4,4,4,4,2,2,29.574,2031
1940,16,4,4,4,4,2,4,28.908,2043
1941,16,4,4,4,4,4,1,29.318,2143
1942,16,4,4,4,4,4,2,28.590,2137
1943,16,4,4,4,4,4,4,30.103,2112
1944,16,16,1,1,1,1,1,35.704,2341
1945,16,16,1,1,1,1,2,34.098,2347
1946,16,16,1,1,1,1,4,34.977,2300
1947,16,16,1,1,1,2,1,34.062,2520
1948,16,16,1,1,1,2,2,33.536,2564
1949,16,16,1,1,1,2,4,34.534,2583
1950,16,16,1,1,1,4,1,33.766,3023
1951,16,16,1,1,1,4,2,34.527,2978
1952,16,16,1,1,1,4,4,35.414,3064
1953,16,16,1,1,2,1,1,32.538,2406
1954,16,16,1,1,2,1,2,33.680,2377
1955,16,16,1,1,2,1,4,34.227,2382
1956,16,16,1,1,2,2,1,31.893,2624
1957,16,16,1,1,2,2,2,33.060,2638
1958,16,16,1,1,2,2,4,34.403,2616
1959,16,16,1,1,2,4,1,33.454,3041
1960,16,16,1,1,2,4,2,33.527,3057
1961,16,16,1,1,2,4,4,32.830,3083
1962,16,16,1,1,4,1,1,34.233,2531
1963,16,16,1,1,4,1,2,33.699,2529
1964,16,16,1,1,4,1,4,34.591,2449
1965,16,16,1,1,4,2,1,34.111,2693
1966,16,16,1,1,4,2,2,34.853,2726
1967,16,16,1,1,4,2,4,32.827,2669
1968,16,16,1,1,4,4,1,34.309,3131
1969,16,16,1,1,4,4,2,34.019,3175
1970,16,16,1,1,4,4,4,35.084,3124
1971,16,16,1,2,1,1,1,31.240,2582
1973,16,16,1,2,1,1,4,30.752,2597
1974,16,16,1,2,1,2,1,30.693,2850
1975,16,16,1,2,1,2,2,30.369,2895
1976,16,16,1,2,1,2,4,30.773,2799
1977,16,16,1,2,1,4,1,31.482,3181
1978,16,16,1,2,1,4,2,30.040,3175
1979,16,16,1,2,1,4,4,31.670,3252
1982,16,16,1,2,2,1,4,29.953,2585
1983,16,16,1,2,2,2,1,29.830,2874
1984,16,16,1,2,2,2,2,29.106,2888
1985,16,16,1,2,2,2,4,29.862,2930
1986,16,16,1,2,2,4,1,30.155,3270
1987,16,16,1,2,2,4,2,29.974,3291
1988,16,16,1,2,2,4,4,30.577,3268
1989,16,16,1,2,4,1,1,29.157,2995
1990,16,16,1,2,4,1,2,30.078,3050
1991,16,16,1,2,4,1,4,28.997,3091
1992,16,16,1,2,4,2,1,30.784,3255
1993,16,16,1,2,4,2,2,28.495,3281
1994,16,16,1,2,4,2,4,29.729,3294
1995,16,16,1,2,4,4,1,29.047,3624
1996,16,16,1,2,4,4,2,29.925,3636
1997,16,16,1,2,4,4,4,28.824,3760
2000,16,16,1,4,1,1,4,28.438,2970
2003,16,16,1,4,1,2,4,29.438,3232
2004,16,16,1,4,1,4,1,28.582,3632
2005,16,16,1,4,1,4,2,29.724,3586
2006,16,16,1,4,1,4,4,29.707,3553
2012,16,16,1,4,2,2,4,27.233,3343
2014,16,16,1,4,2,4,2,26.837,3629
2015,16,16,1,4,2,4,4,27.166,3705
2022,16,16,1,4,4,4,1,27.231,3980
2023,16,16,1,4,4,4,2,26.444,3955
2024,16,16,1,4,4,4,4,26.577,4050
2025,16,16,2,1,1,1,1,34.343,2400
2026,16,16,2,1,1,1,2,34.483,2423
2027,16,16,2,1,1,1,4,34.343,2388
2028,16,16,2,1,1,2,1,34.273,2601
2029,16,16,2,1,1,2,2,34.981,2634
2030,16,16,2,1,1,2,4,35.400,2654
2031,16,16,2,1,1,4,1,35.071,3023
2032,16,16,2,1,1,4,2,34.329,3035
2033,16,16,2,1,1,4,4,33.857,3032
2034,16,16,2,1,2,1,1,33.206,2507
2035,16,16,2,1,2,1,2,33.394,2471
2036,16,16,2,1,2,1,4,33.811,2442
2037,16,16,2,1,2,2,1,33.190,2662
2038,16,16,2,1,2,2,2,32.568,2668
2039,16,16,2,1,2,2,4,34.023,2693
2040,16,16,2,1,2,4,1,32.183,3181
2041,16,16,2,1,2,4,2,33.511,3082
