copy0,copy1,processsymbols,createtree,createtree_partition,assigncodeword,assigncodeword_partition,obj1,obj2
0672,1,16,4,1,4,4,1,33.830,3072
0673,1,16,4,1,4,4,2,34.186,3069
0674,1,16,4,1,4,4,4,33.836,3110
0675,1,16,4,2,1,1,1,30.012,2702
0676,1,16,4,2,1,1,2,30.099,2642
0677,1,16,4,2,1,1,4,30.781,2629
0678,1,16,4,2,1,2,1,29.279,2946
0681,1,16,4,2,1,4,1,29.374,3172
0729,4,1,1,1,1,1,1,36.354,935
0730,4,1,1,1,1,1,2,36.765,872
0731,4,1,1,1,1,1,4,35.507,942
0732,4,1,1,1,1,2,1,35.707,896
0733,4,1,1,1,1,2,2,36.510,869
0734,4,1,1,1,1,2,4,35.894,888
0735,4,1,1,1,1,4,1,35.703,959
0736,4,1,1,1,1,4,2,37.670,951
0737,4,1,1,1,1,4,4,35.302,971
0738,4,1,1,1,2,1,1,35.894,895
0739,4,1,1,1,2,1,2,35.601,891
0740,4,1,1,1,2,1,4,36.110,867
0741,4,1,1,1,2,2,1,35.685,912
0742,4,1,1,1,2,2,2,36.215,895
0743,4,1,1,1,2,2,4,35.931,939
0744,4,1,1,1,2,4,1,35.707,982
0745,4,1,1,1,2,4,2,35.641,1022
0746,4,1,1,1,2,4,4,36.710,1009
0747,4,1,1,1,4,1,1,35.370,950
0748,4,1,1,1,4,1,2,36.298,973
0749,4,1,1,1,4,1,4,36.948,940
0750,4,1,1,1,4,2,1,35.795,1010
0751,4,1,1,1,4,2,2,35.503,1006
0752,4,1,1,1,4,2,4,36.249,992
0753,4,1,1,1,4,4,1,35.795,1130
0754,4,1,1,1,4,4,2,36.549,1103
0755,4,1,1,1,4,4,4,37.085,1060
0756,4,1,1,2,1,1,1,35.652,1056
0757,4,1,1,2,1,1,2,35.131,941
0758,4,1,1,2,1,1,4,35.138,944
0759,4,1,1,2,1,2,1,36.106,978
0760,4,1,1,2,1,2,2,36.404,943
0761,4,1,1,2,1,2,4,36.408,939
0762,4,1,1,2,1,4,1,35.381,1057
0763,4,1,1,2,1,4,2,36.264,1016
0764,4,1,1,2,1,4,4,35.806,1012
0765,4,1,1,2,2,1,1,34.976,1057
0766,4,1,1,2,2,1,2,33.905,1026
0767,4,1,1,2,2,1,4,34.722,1014
0768,4,1,1,2,2,2,1,33.786,1047
0769,4,1,1,2,2,2,2,34.666,1194
0770,4,1,1,2,2,2,4,33.166,1079
0771,4,1,1,2,2,4,1,34.447,1186
0772,4,1,1,2,2,4,2,33.555,1173
0773,4,1,1,2,2,4,4,33.816,1120
0774,4,1,1,2,4,1,1,33.328,1116
0775,4,1,1,2,4,1,2,33.315,1118
0776,4,1,1,2,4,1,4,34.801,1117
0777,4,1,1,2,4,2,1,33.750,1165
0778,4,1,1,2,4,2,2,33.106,1151
0779,4,1,1,2,4,2,4,34.054,1121
0780,4,1,1,2,4,4,1,33.350,1258
0781,4,1,1,2,4,4,2,33.385,1280
0782,4,1,1,2,4,4,4,33.510,1240
0783,4,1,1,4,1,1,1,34.749,1104
0784,4,1,1,4,1,1,2,34.899,1098
0785,4,1,1,4,1,1,4,35.064,1046
0786,4,1,1,4,1,2,1,34.868,1086
0787,4,1,1,4,1,2,2,33.443,1130
0788,4,1,1,4,1,2,4,33.924,1159
0789,4,1,1,4,1,4,1,35.149,1169
0790,4,1,1,4,1,4,2,34.920,1193
0791,4,1,1,4,1,4,4,35.298,1180
0792,4,1,1,4,2,1,1,31.157,1243
0793,4,1,1,4,2,1,2,30.436,1275
0794,4,1,1,4,2,1,4,31.173,1192
0795,4,1,1,4,2,2,1,31.037,1278
0796,4,1,1,4,2,2,2,31.418,1310
0797,4,1,1,4,2,2,4,31.168,1266
0798,4,1,1,4,2,4,1,31.229,1378
0799,4,1,1,4,2,4,2,30.535,1383
0800,4,1,1,4,2,4,4,30.870,1430
0801,4,1,1,4,4,1,1,31.438,1309
0802,4,1,1,4,4,1,2,30.612,1300
0803,4,1,1,4,4,1,4,31.514,1319
0804,4,1,1,4,4,2,1,31.370,1330
0805,4,1,1,4,4,2,2,30.521,1331
0806,4,1,1,4,4,2,4,30.040,1320
0807,4,1,1,4,4,4,1,30.848,1431
0808,4,1,1,4,4,4,2,30.941,1497
0809,4,1,1,4,4,4,4,30.465,1395
0810,4,1,2,1,1,1,1,35.681,956
0811,4,1,2,1,1,1,2,36.664,877
0812,4,1,2,1,1,1,4,36.102,862
0813,4,1,2,1,1,2,1,35.442,909
0814,4,1,2,1,1,2,2,37.436,907
0815,4,1,2,1,1,2,4,36.249,909
0816,4,1,2,1,1,4,1,36.072,987
0817,4,1,2,1,1,4,2,37.085,978
0818,4,1,2,1,1,4,4,35.460,967
0819,4,1,2,1,2,1,1,37.752,904
0820,4,1,2,1,2,1,2,36.710,920
0821,4,1,2,1,2,1,4,36.430,901
0822,4,1,2,1,2,2,1,36.975,951
0823,4,1,2,1,2,2,2,36.076,956
0824,4,1,2,1,2,2,4,36.054,951
0825,4,1,2,1,2,4,1,36.637,1099
0826,4,1,2,1,2,4,2,36.526,1021
0827,4,1,2,1,2,4,4,37.062,1025
0828,4,1,2,1,4,1,1,36.140,972
0829,4,1,2,1,4,1,2,36.545,1000
0830,4,1,2,1,4,1,4,37.058,1007
0831,4,1,2,1,4,2,1,35.868,1012
0832,4,1,2,1,4,2,2,36.218,1020
0833,4,1,2,1,4,2,4,36.035,1012
0834,4,1,2,1,4,4,1,35.608,1091
0835,4,1,2,1,4,4,2,36.301,1119
0836,4,1,2,1,4,4,4,35.699,1077
0837,4,1,2,2,1,1,1,35.909,963
0838,4,1,2,2,1,1,2,35.499,957
0839,4,1,2,2,1,1,4,35.696,980
0840,4,1,2,2,1,2,1,35.677,962
0841,4,1,2,2,1,2,2,35.961,997
0842,4,1,2,2,1,2,4,36.553,977
0843,4,1,2,2,1,4,1,36.286,1100
0844,4,1,2,2,1,4,2,35.681,1101
0845,4,1,2,2,1,4,4,36.423,1069
0846,4,1,2,2,2,1,1,32.903,1025
0847,4,1,2,2,2,1,2,33.157,1085
0848,4,1,2,2,2,1,4,33.607,1081
0849,4,1,2,2,2,2,1,33.514,1081
0850,4,1,2,2,2,2,2,33.948,1123
0851,4,1,2,2,2,2,4,33.408,1105
0852,4,1,2,2,2,4,1,33.408,1198
0853,4,1,2,2,2,4,2,33.855,1196
0854,4,1,2,2,2,4,4,34.457,1203
0855,4,1,2,2,4,1,1,33.711,1142
0856,4,1,2,2,4,1,2,32.875,1149
0857,4,1,2,2,4,1,4,32.813,1102
0858,4,1,2,2,4,2,1,33.809,1204
0859,4,1,2,2,4,2,2,33.191,1216
0860,4,1,2,2,4,2,4,33.685,1205
0861,4,1,2,2,4,4,1,34.100,1296
0862,4,1,2,2,4,4,2,33.539,1289
0863,4,1,2,2,4,4,4,34.114,1295
0864,4,1,2,4,1,1,1,34.591,1131
0865,4,1,2,4,1,1,2,34.325,1096
0866,4,1,2,4,1,1,4,34.529,1113
0867,4,1,2,4,1,2,1,34.923,1140
0868,4,1,2,4,1,2,2,34.722,1130
0869,4,1,2,4,1,2,4,34.822,1168
0870,4,1,2,4,1,4,1,34.642,1243
0871,4,1,2,4,1,4,2,34.396,1237
0872,4,1,2,4,1,4,4,34.492,1188
0873,4,1,2,4,2,1,1,30.783,1280
0874,4,1,2,4,2,1,2,31.079,1259
0875,4,1,2,4,2,1,4,30.875,1311
0876,4,1,2,4,2,2,1,31.176,1313
0877,4,1,2,4,2,2,2,30.969,1322
0878,4,1,2,4,2,2,4,31.680,1350
0879,4,1,2,4,2,4,1,30.594,1431
0880,4,1,2,4,2,4,2,31.015,1367
0881,4,1,2,4,2,4,4,30.404,1368
0882,4,1,2,4,4,1,1,30.944,1342
0883,4,1,2,4,4,1,2,31.808,1337
0884,4,1,2,4,4,1,4,30.564,1329
0885,4,1,2,4,4,2,1,30.810,1306
0886,4,1,2,4,4,2,2,30.325,1339
0887,4,1,2,4,4,2,4,30.947,1345
0888,4,1,2,4,4,4,1,30.903,1432
0889,4,1,2,4,4,4,2,30.484,1457
0890,4,1,2,4,4,4,4,31.367,1436
0891,4,1,4,1,1,1,1,36.264,983
0892,4,1,4,1,1,1,2,36.963,967
0893,4,1,4,1,1,1,4,38.707,948
0894,4,1,4,1,1,2,1,37.093,955
0895,4,1,4,1,1,2,2,37.699,940
0896,4,1,4,1,1,2,4,36.537,962
0897,4,1,4,1,1,4,1,35.568,997
0898,4,1,4,1,1,4,2,37.411,1011
0899,4,1,4,1,1,4,4,36.599,976
0900,4,1,4,1,2,1,1,36.106,932
0901,4,1,4,1,2,1,2,36.449,965
0902,4,1,4,1,2,1,4,35.953,997
0903,4,1,4,1,2,2,1,35.887,995
0904,4,1,4,1,2,2,2,36.434,1005
0905,4,1,4,1,2,2,4,37.180,966
0906,4,1,4,1,2,4,1,36.480,1070
0907,4,1,4,1,2,4,2,36.343,1079
0908,4,1,4,1,2,4,4,36.362,1056
0909,4,1,4,1,4,1,1,35.721,985
0910,4,1,4,1,4,1,2,36.354,980
0911,4,1,4,1,4,1,4,35.514,1030
0912,4,1,4,1,4,2,1,36.396,1097
0913,4,1,4,1,4,2,2,36.472,1100
0914,4,1,4,1,4,2,4,36.737,1053
0915,4,1,4,1,4,4,1,36.286,1174
0916,4,1,4,1,4,4,2,35.898,1145
0917,4,1,4,1,4,4,4,36.039,1115
0918,4,1,4,2,1,1,1,35.677,998
0919,4,1,4,2,1,1,2,36.545,985
0920,4,1,4,2,1,1,4,35.972,982
0921,4,1,4,2,1,2,1,36.622,1013
0922,4,1,4,2,1,2,2,35.337,1038
0923,4,1,4,2,1,2,4,35.579,1036
0924,4,1,4,2,1,4,1,36.358,1111
0925,4,1,4,2,1,4,2,35.612,1119
0926,4,1,4,2,1,4,4,36.870,1124
0927,4,1,4,2,2,1,1,34.050,1130
0928,4,1,4,2,2,1,2,33.741,1083
0929,4,1,4,2,2,1,4,34.829,1087
0930,4,1,4,2,2,2,1,33.261,1123
0931,4,1,4,2,2,2,2,33.898,1129
0932,4,1,4,2,2,2,4,34.522,1094
0933,4,1,4,2,2,4,1,32.826,1200
0934,4,1,4,2,2,4,2,33.047,1183
0935,4,1,4,2,2,4,4,33.255,1200
0936,4,1,4,2,4,1,1,33.692,1173
0937,4,1,4,2,4,1,2,33.816,1160
0938,4,1,4,2,4,1,4,33.274,1198
0939,4,1,4,2,4,2,1,32.931,1211
0940,4,1,4,2,4,2,2,33.462,1221
0941,4,1,4,2,4,2,4,34.464,1248
0942,4,1,4,2,4,4,1,32.888,1313
0943,4,1,4,2,4,4,2,33.191,1350
0944,4,1,4,2,4,4,4,33.472,1266
0945,4,1,4,4,1,1,1,34.605,1126
0946,4,1,4,4,1,1,2,34.393,1128
0947,4,1,4,4,1,1,4,34.906,1111
0948,4,1,4,4,1,2,1,34.635,1152
0949,4,1,4,4,1,2,2,34.329,1141
0950,4,1,4,4,1,2,4,33.382,1200
0951,4,1,4,4,1,4,1,35.156,1275
0952,4,1,4,4,1,4,2,34.622,1278
0953,4,1,4,4,1,4,4,34.812,1224
0954,4,1,4,4,2,1,1,30.914,1336
0955,4,1,4,4,2,1,2,31.339,1295
0956,4,1,4,4,2,1,4,29.763,1319
0957,4,1,4,4,2,2,1,31.381,1360
0958,4,1,4,4,2,2,2,30.870,1383
0959,4,1,4,4,2,2,4,30.396,1376
0960,4,1,4,4,2,4,1,31.129,1416
0961,4,1,4,4,2,4,2,31.090,1416
0962,4,1,4,4,2,4,4,30.230,1419
0963,4,1,4,4,4,1,1,31.353,1332
0964,4,1,4,4,4,1,2,30.969,1348
0965,4,1,4,4,4,1,4,31.134,1336
0966,4,1,4,4,4,2,1,31.146,1329
0967,4,1,4,4,4,2,2,30.602,1426
0968,4,1,4,4,4,2,4,30.569,1369
0969,4,1,4,4,4,4,1,31.409,1498
0970,4,1,4,4,4,4,2,31.486,1451
0971,4,1,4,4,4,4,4,30.734,1446
0972,4,4,1,1,1,1,1,37.990,1149
0973,4,4,1,1,1,1,2,37.820,1128
0974,4,4,1,1,1,1,4,37.713,1171
0975,4,4,1,1,1,2,1,38.246,1229
0976,4,4,1,1,1,2,2,37.335,1283
0977,4,4,1,1,1,2,4,36.843,1248
0978,4,4,1,1,1,4,1,37.783,1552
0979,4,4,1,1,1,4,2,35.745,1383
0980,4,4,1,1,1,4,4,37.832,1429
0981,4,4,1,1,2,1,1,35.971,1240
0982,4,4,1,1,2,1,2,36.594,1196
0983,4,4,1,1,2,1,4,35.860,1231
0984,4,4,1,1,2,2,1,36.792,1341
0985,4,4,1,1,2,2,2,35.804,1300
0986,4,4,1,1,2,2,4,35.904,1329
0987,4,4,1,1,2,4,1,36.421,1418
0988,4,4,1,1,2,4,2,34.952,1399
0989,4,4,1,1,2,4,4,35.514,1435
0990,4,4,1,1,4,1,1,35.315,1471
0991,4,4,1,1,4,1,2,35.908,1333
0992,4,4,1,1,4,1,4,34.924,1388
0993,4,4,1,1,4,2,1,34.970,1341
0994,4,4,1,1,4,2,2,34.878,1346
0995,4,4,1,1,4,2,4,35.222,1400
0996,4,4,1,1,4,4,1,35.315,1526
0997,4,4,1,1,4,4,2,35.326,1488
0998,4,4,1,1,4,4,4,35.554,1491
0999,4,4,1,2,1,1,1,34.892,1329
1000,4,4,1,2,1,1,2,33.571,1359
1001,4,4,1,2,1,1,4,34.610,1372
1002,4,4,1,2,1,2,1,34.956,1404
1003,4,4,1,2,1,2,2,34.305,1393
1004,4,4,1,2,1,2,4,33.705,1435
1005,4,4,1,2,1,4,1,35.272,1512
1006,4,4,1,2,1,4,2,34.336,1562
1007,4,4,1,2,1,4,4,35.359,1529
1008,4,4,1,2,2,1,1,32.510,1313
1009,4,4,1,2,2,1,2,32.367,1454
1010,4,4,1,2,2,1,4,33.412,1388
1011,4,4,1,2,2,2,1,31.932,1395
1012,4,4,1,2,2,2,2,32.682,1453
1013,4,4,1,2,2,2,4,32.304,1483
1014,4,4,1,2,2,4,1,32.614,1561
1015,4,4,1,2,2,4,2,31.713,1540
1016,4,4,1,2,2,4,4,32.035,1569
1017,4,4,1,2,4,1,1,32.648,1629
1018,4,4,1,2,4,1,2,32.053,1687
1019,4,4,1,2,4,1,4,31.629,1558
1020,4,4,1,2,4,2,1,32.130,1710
1021,4,4,1,2,4,2,2,31.829,1740
1022,4,4,1,2,4,2,4,32.011,1800
1023,4,4,1,2,4,4,1,30.945,1841
1024,4,4,1,2,4,4,2,31.701,1750
1025,4,4,1,2,4,4,4,32.208,1823
1026,4,4,1,4,1,1,1,30.534,1498
1027,4,4,1,4,1,1,2,33.223,1486
1028,4,4,1,4,1,1,4,31.568,1575
1029,4,4,1,4,1,2,1,30.940,1649
1030,4,4,1,4,1,2,2,31.431,1674
1031,4,4,1,4,1,2,4,32.214,1697
1032,4,4,1,4,1,4,1,31.678,1789
1033,4,4,1,4,1,4,2,32.513,1811
1034,4,4,1,4,1,4,4,32.223,1789
1035,4,4,1,4,2,1,1,28.073,1591
1036,4,4,1,4,2,1,2,27.879,1674
1037,4,4,1,4,2,1,4,28.071,1609
1038,4,4,1,4,2,2,1,28.010,1757
1039,4,4,1,4,2,2,2,27.915,1687
1040,4,4,1,4,2,2,4,27.868,1743
1041,4,4,1,4,2,4,1,28.661,1831
1042,4,4,1,4,2,4,2,27.787,1811
1043,4,4,1,4,2,4,4,28.171,1794
1044,4,4,1,4,4,1,1,29.565,1783
1045,4,4,1,4,4,1,2,29.791,1793
1046,4,4,1,4,4,1,4,28.732,1814
1047,4,4,1,4,4,2,1,29.781,1872
1048,4,4,1,4,4,2,2,29.669,1847
1049,4,4,1,4,4,2,4,29.738,1897
1050,4,4,1,4,4,4,1,29.687,1976
1051,4,4,1,4,4,4,2,29.125,2000
1052,4,4,1,4,4,4,4,29.897,2041
1053,4,4,2,1,1,1,1,37.923,1256
1054,4,4,2,1,1,1,2,35.841,1439
1055,4,4,2,1,1,1,4,38.742,1210
1056,4,4,2,1,1,2,1,37.701,1299
1057,4,4,2,1,1,2,2,37.754,1347
1058,4,4,2,1,1,2,4,36.440,1287
1059,4,4,2,1,1,4,1,36.483,1446
1060,4,4,2,1,1,4,2,37.127,1400
1061,4,4,2,1,1,4,4,37.919,1398
1062,4,4,2,1,2,1,1,36.398,1321
1063,4,4,2,1,2,1,2,35.348,1453
1064,4,4,2,1,2,1,4,35.233,1302
1065,4,4,2,1,2,2,1,36.387,1330
1066,4,4,2,1,2,2,2,34.952,1321
1067,4,4,2,1,2,2,4,35.427,1312
1068,4,4,2,1,2,4,1,36.785,1448
1069,4,4,2,1,2,4,2,35.968,1495
1070,4,4,2,1,2,4,4,36.219,1459
1071,4,4,2,1,4,1,1,35.258,1381
1072,4,4,2,1,4,1,2,34.963,1353
1073,4,4,2,1,4,1,4,35.126,1377
1074,4,4,2,1,4,2,1,35.351,1387
1075,4,4,2,1,4,2,2,35.323,1433
1076,4,4,2,1,4,2,4,34.885,1442
1077,4,4,2,1,4,4,1,35.122,1517
1078,4,4,2,1,4,4,2,35.251,1625
1079,4,4,2,1,4,4,4,36.072,1522
1080,4,4,2,2,1,1,1,34.728,1412
1081,4,4,2,2,1,1,2,34.843,1348
1082,4,4,2,2,1,1,4,34.718,1563
1083,4,4,2,2,1,2,1,34.579,1395
1084,4,4,2,2,1,2,2,34.455,1394
1085,4,4,2,2,1,2,4,35.016,1434
1086,4,4,2,2,1,4,1,34.614,1613
1087,4,4,2,2,1,4,2,32.400,1596
1088,4,4,2,2,1,4,4,35.240,1610
1089,4,4,2,2,2,1,1,32.880,1354
1090,4,4,2,2,2,1,2,30.993,1388
1091,4,4,2,2,2,1,4,32.118,1455
1092,4,4,2,2,2,2,1,32.553,1452
1093,4,4,2,2,2,2,2,32.428,1527
1094,4,4,2,2,2,2,4,31.695,1532
1095,4,4,2,2,2,4,1,32.743,1589
1096,4,4,2,2,2,4,2,31.841,1609
1097,4,4,2,2,2,4,4,32.917,1606
1098,4,4,2,2,4,1,1,32.151,1698
1099,4,4,2,2,4,1,2,32.413,1686
1100,4,4,2,2,4,1,4,31.973,1679
1101,4,4,2,2,4,2,1,32.250,1691
1102,4,4,2,2,4,2,2,31.545,1748
1103,4,4,2,2,4,2,4,32.133,1765
1104,4,4,2,2,4,4,1,31.856,1862
1105,4,4,2,2,4,4,2,31.531,1837
1106,4,4,2,2,4,4,4,31.411,1819
1107,4,4,2,4,1,1,1,30.328,1596
1108,4,4,2,4,1,1,2,32.626,1528
1109,4,4,2,4,1,1,4,32.993,1640
1110,4,4,2,4,1,2,1,32.534,1670
1111,4,4,2,4,1,2,2,31.317,1699
1112,4,4,2,4,1,2,4,32.367,1739
1113,4,4,2,4,1,4,1,30.970,1755
1114,4,4,2,4,1,4,2,30.138,1771
1115,4,4,2,4,1,4,4,30.998,1757
1116,4,4,2,4,2,1,1,27.843,1598
1117,4,4,2,4,2,1,2,27.859,1721
1118,4,4,2,4,2,1,4,27.837,1683
1119,4,4,2,4,2,2,1,28.135,1802
1120,4,4,2,4,2,2,2,28.722,1821
1121,4,4,2,4,2,2,4,27.503,1771
1122,4,4,2,4,2,4,1,27.599,1926
1123,4,4,2,4,2,4,2,27.626,1903
1124,4,4,2,4,2,4,4,28.208,1902
1125,4,4,2,4,4,1,1,29.074,1850
1126,4,4,2,4,4,1,2,29.935,1808
1127,4,4,2,4,4,1,4,29.419,1810
1128,4,4,2,4,4,2,1,29.362,1902
1130,4,4,2,4,4,2,4,29.429,1888
1131,4,4,2,4,4,4,1,30.566,2058
1132,4,4,2,4,4,4,2,28.775,2018
1133,4,4,2,4,4,4,4,28.883,2022
1134,4,4,4,1,1,1,1,36.548,1250
1135,4,4,4,1,1,1,2,38.216,1279
1136,4,4,4,1,1,1,4,37.384,1268
1137,4,4,4,1,1,2,1,36.997,1403
1138,4,4,4,1,1,2,2,38.140,1337
1139,4,4,4,1,1,2,4,38.254,1288
1140,4,4,4,1,1,4,1,37.493,1439
1141,4,4,4,1,1,4,2,38.032,1441
1142,4,4,4,1,1,4,4,36.808,1470
1143,4,4,4,1,2,1,1,36.364,1283
1144,4,4,4,1,2,1,2,36.502,1301
1145,4,4,4,1,2,1,4,35.749,1310
1146,4,4,4,1,2,2,1,36.318,1396
1147,4,4,4,1,2,2,2,35.949,1391
1148,4,4,4,1,2,2,4,35.355,1390
1149,4,4,4,1,2,4,1,36.583,1544
1150,4,4,4,1,2,4,2,36.387,1492
1151,4,4,4,1,2,4,4,35.716,1473
1152,4,4,4,1,4,1,1,35.431,1319
1153,4,4,4,1,4,1,2,35.413,1439
1154,4,4,4,1,4,1,4,35.631,1360
1155,4,4,4,1,4,2,1,34.998,1527
1156,4,4,4,1,4,2,2,35.312,1505
1157,4,4,4,1,4,2,4,35.333,1500
1158,4,4,4,1,4,4,1,34.935,1587
1159,4,4,4,1,4,4,2,35.037,1663
1160,4,4,4,1,4,4,4,36.437,1619
1161,4,4,4,2,1,1,1,34.966,1415
1162,4,4,4,2,1,1,2,34.987,1410
1163,4,4,4,2,1,1,4,35.136,1394
1164,4,4,4,2,1,2,1,33.230,1473
1165,4,4,4,2,1,2,2,34.275,1505
1166,4,4,4,2,1,2,4,34.042,1510
1167,4,4,4,2,1,4,1,35.005,1627
1168,4,4,4,2,1,4,2,34.404,1604
1169,4,4,4,2,1,4,4,34.714,1576
1170,4,4,4,2,2,1,1,32.268,1432
1171,4,4,4,2,2,1,2,32.431,1419
1172,4,4,4,2,2,1,4,32.706,1458
1173,4,4,4,2,2,2,1,31.129,1517
1174,4,4,4,2,2,2,2,32.682,1465
1175,4,4,4,2,2,2,4,32.416,1532
1176,4,4,4,2,2,4,1,32.250,1637
1177,4,4,4,2,2,4,2,32.519,1653
1178,4,4,4,2,2,4,4,33.128,1618
1179,4,4,4,2,4,1,1,32.434,1685
1180,4,4,4,2,4,1,2,31.911,1711
1181,4,4,4,2,4,1,4,32.660,1707
1182,4,4,4,2,4,2,1,32.157,1741
1183,4,4,4,2,4,2,2,32.543,1808
1184,4,4,4,2,4,2,4,32.899,1810
1185,4,4,4,2,4,4,1,32.163,1909
1186,4,4,4,2,4,4,2,32.292,1881
1187,4,4,4,2,4,4,4,31.588,1887
1188,4,4,4,4,1,1,1,31.261,1659
1189,4,4,4,4,1,1,2,32.896,1632
1190,4,4,4,4,1,1,4,30.445,1519
1191,4,4,4,4,1,2,1,33.141,1699
1192,4,4,4,4,1,2,2,32.703,1682
1193,4,4,4,4,1,2,4,31.609,1741
1194,4,4,4,4,1,4,1,31.264,1839
1195,4,4,4,4,1,4,2,31.947,1852
1196,4,4,4,4,1,4,4,31.104,1837
1197,4,4,4,4,2,1,1,28.639,1663
1198,4,4,4,4,2,1,2,27.810,1778
1199,4,4,4,4,2,1,4,26.932,1731
1200,4,4,4,4,2,2,1,27.888,1794
1201,4,4,4,4,2,2,2,28.594,1803
1202,4,4,4,4,2,2,4,27.710,1745
1203,4,4,4,4,2,4,1,27.582,1893
1204,4,4,4,4,2,4,2,28.261,1877
1205,4,4,4,4,2,4,4,27.525,1961
1206,4,4,4,4,4,1,1,28.720,1866
1207,4,4,4,4,4,1,2,29.646,1827
1208,4,4,4,4,4,1,4,29.522,1849
1209,4,4,4,4,4,2,1,29.951,1935
1210,4,4,4,4,4,2,2,29.628,1924
1211,4,4,4,4,4,2,4,29.987,1950
1212,4,4,4,4,4,4,1,29.643,1992
1213,4,4,4,4,4,4,2,28.897,2066
1214,4,4,4,4,4,4,4,29.444,2064
1215,4,16,1,1,1,1,1,34.182,2389
1216,4,16,1,1,1,1,2,33.748,2318
1217,4,16,1,1,1,1,4,34.189,2384
1218,4,16,1,1,1,2,1,33.574,2659
1219,4,16,1,1,1,2,2,33.980,2678
1220,4,16,1,1,1,2,4,33.133,2586
1221,4,16,1,1,1,4,1,33.644,2946
1222,4,16,1,1,1,4,2,33.580,2911
1223,4,16,1,1,1,4,4,33.347,2993
1224,4,16,1,1,2,1,1,32.728,2420
1225,4,16,1,1,2,1,2,31.982,2429
1226,4,16,1,1,2,1,4,33.417,2347
1227,4,16,1,1,2,2,1,33.319,2650
1228,4,16,1,1,2,2,2,32.962,2715
1229,4,16,1,1,2,2,4,32.456,2718
1230,4,16,1,1,2,4,1,33.208,3033
1231,4,16,1,1,2,4,2,32.628,2962
1232,4,16,1,1,2,4,4,33.548,2964
1233,4,16,1,1,4,1,1,33.728,2546
1234,4,16,1,1,4,1,2,33.944,2361
1235,4,16,1,1,4,1,4,33.686,2433
1236,4,16,1,1,4,2,1,35.081,2774
1237,4,16,1,1,4,2,2,33.937,2805
1238,4,16,1,1,4,2,4,33.243,2768
1239,4,16,1,1,4,4,1,34.390,3054
1240,4,16,1,1,4,4,2,33.452,3094
1241,4,16,1,1,4,4,4,33.787,3050
1242,4,16,1,2,1,1,1,30.126,2695
1243,4,16,1,2,1,1,2,30.482,2454
1245,4,16,1,2,1,2,1,29.859,2907
1246,4,16,1,2,1,2,2,31.323,2943
1247,4,16,1,2,1,2,4,30.722,2921
1250,4,16,1,2,1,4,4,30.706,3149
1251,4,16,1,2,2,1,1,29.788,2700
1253,4,16,1,2,2,1,4,28.749,2607
1254,4,16,1,2,2,2,1,29.505,3004
1255,4,16,1,2,2,2,2,30.191,2990
1260,4,16,1,2,4,1,1,29.776,3067
1264,4,16,1,2,4,2,2,27.761,3370
1265,4,16,1,2,4,2,4,27.797,3390
1296,4,16,2,1,1,1,1,33.183,2520
1297,4,16,2,1,1,1,2,33.287,2381
1298,4,16,2,1,1,1,4,35.264,2420
1299,4,16,2,1,1,2,1,33.255,2767
1300,4,16,2,1,1,2,2,32.453,2665
1301,4,16,2,1,1,2,4,33.957,2675
1302,4,16,2,1,1,4,1,34.112,2980
1303,4,16,2,1,1,4,2,33.414,3034
1304,4,16,2,1,1,4,4,34.447,2977
1305,4,16,2,1,2,1,1,33.836,2475
1306,4,16,2,1,2,1,2,32.202,2457
1307,4,16,2,1,2,1,4,32.182,2416
1308,4,16,2,1,2,2,1,33.625,2790
1309,4,16,2,1,2,2,2,34.461,2716
1310,4,16,2,1,2,2,4,31.985,2723
1311,4,16,2,1,2,4,1,31.901,3038
1312,4,16,2,1,2,4,2,32.999,3089
1313,4,16,2,1,2,4,4,32.931,2957
1314,4,16,2,1,4,1,1,34.457,2570
1315,4,16,2,1,4,1,2,34.692,2442
1316,4,16,2,1,4,1,4,34.440,2486
1317,4,16,2,1,4,2,1,34.566,2847
1318,4,16,2,1,4,2,2,33.868,2920
1319,4,16,2,1,4,2,4,33.954,2793
1320,4,16,2,1,4,4,1,34.342,3156
1321,4,16,2,1,4,4,2,34.109,3198
1322,4,16,2,1,4,4,4,33.525,3149
1323,4,16,2,2,1,1,1,31.054,2704
1324,4,16,2,2,1,1,2,29.693,2699
1326,4,16,2,2,1,2,1,30.214,2979
1328,4,16,2,2,1,2,4,30.811,2829
1330,4,16,2,2,1,4,2,31.379,3233
1332,4,16,2,2,2,1,1,30.154,2739
1333,4,16,2,2,2,1,2,30.887,2672
1345,4,16,2,2,4,2,2,29.360,3412
1377,4,16,4,1,1,1,1,34.997,2565
1378,4,16,4,1,1,1,2,34.023,2441
1379,4,16,4,1,1,1,4,33.174,2464
1380,4,16,4,1,1,2,1,33.693,2792
1381,4,16,4,1,1,2,2,33.901,2800
1382,4,16,4,1,1,2,4,33.767,2746
1383,4,16,4,1,1,4,1,33.183,3038
1384,4,16,4,1,1,4,2,32.381,3027
1385,4,16,4,1,1,4,4,33.872,3083
1386,4,16,4,1,2,1,1,34.593,2671
1387,4,16,4,1,2,1,2,33.360,2457
1388,4,16,4,1,2,1,4,33.813,2522
1389,4,16,4,1,2,2,1,32.774,2848
1390,4,16,4,1,2,2,2,32.185,2898
1391,4,16,4,1,2,2,4,32.713,2750
