design,copy0,copy1,computehistogram,computehistogram_partition,resort,processsymbols,movenodes,assigncodeword,obj1,obj2
1599,8,2,1,1,2,2,2,2,34.757,1302
1600,8,2,1,2,1,1,1,1,37.572,1148
1601,8,2,1,2,1,1,1,2,36.626,1112
1602,8,2,1,2,1,1,2,1,38.526,1105
1603,8,2,1,2,1,1,2,2,36.869,1152
1604,8,2,1,2,1,2,1,1,38.306,1086
1605,8,2,1,2,1,2,1,2,35.958,1192
1606,8,2,1,2,1,2,2,1,37.377,1167
1607,8,2,1,2,1,2,2,2,38.167,1200
1608,8,2,1,2,2,1,1,1,35.989,1265
1609,8,2,1,2,2,1,1,2,35.344,1244
1610,8,2,1,2,2,1,2,1,36.340,1232
1611,8,2,1,2,2,1,2,2,38.129,1288
1612,8,2,1,2,2,2,1,1,38.332,1240
1613,8,2,1,2,2,2,1,2,36.405,1240
1614,8,2,1,2,2,2,2,1,37.296,1258
1615,8,2,1,2,2,2,2,2,36.991,1276
1616,8,2,1,4,1,1,1,1,36.523,1228
1617,8,2,1,4,1,1,1,2,36.240,1184
1618,8,2,1,4,1,1,2,1,39.089,1142
1619,8,2,1,4,1,1,2,2,36.313,1153
1620,8,2,1,4,1,2,1,1,35.828,1254
1621,8,2,1,4,1,2,1,2,36.662,1167
1622,8,2,1,4,1,2,2,1,37.219,1224
1623,8,2,1,4,1,2,2,2,37.027,1194
1624,8,2,1,4,2,1,1,1,35.572,1281
1625,8,2,1,4,2,1,1,2,35.241,1291
1626,8,2,1,4,2,1,2,1,37.191,1291
1627,8,2,1,4,2,1,2,2,38.129,1370
1628,8,2,1,4,2,2,1,1,35.197,1275
1629,8,2,1,4,2,2,1,2,34.776,1329
1630,8,2,1,4,2,2,2,1,36.093,1316
1631,8,2,1,4,2,2,2,2,35.871,1342
1632,8,2,2,1,1,1,1,1,42.819,1137
1633,8,2,2,1,1,1,1,2,42.860,1189
1634,8,2,2,1,1,1,2,1,42.812,1196
1635,8,2,2,1,1,1,2,2,44.072,1208
1636,8,2,2,1,1,2,1,1,43.478,1136
1637,8,2,2,1,1,2,1,2,44.872,1208
1638,8,2,2,1,1,2,2,1,44.282,1227
1639,8,2,2,1,1,2,2,2,44.963,1301
1640,8,2,2,1,2,1,1,1,41.459,1294
1641,8,2,2,1,2,1,1,2,41.174,1319
1642,8,2,2,1,2,1,2,1,44.333,1357
1643,8,2,2,1,2,1,2,2,44.494,1390
1644,8,2,2,1,2,2,1,1,43.252,1339
1645,8,2,2,1,2,2,1,2,42.440,1390
1646,8,2,2,1,2,2,2,1,44.362,1384
1647,8,2,2,1,2,2,2,2,44.357,1424
1648,8,2,2,2,1,1,1,1,42.286,1147
1649,8,2,2,2,1,1,1,2,43.105,1209
1650,8,2,2,2,1,1,2,1,43.548,1146
1651,8,2,2,2,1,1,2,2,43.457,1281
1652,8,2,2,2,1,2,1,1,42.680,1195
1653,8,2,2,2,1,2,1,2,42.756,1252
1654,8,2,2,2,1,2,2,1,44.235,1256
1655,8,2,2,2,1,2,2,2,44.188,1291
1656,8,2,2,2,2,1,1,1,41.825,1322
1657,8,2,2,2,2,1,1,2,42.991,1328
1658,8,2,2,2,2,1,2,1,43.909,1434
1659,8,2,2,2,2,1,2,2,42.015,1427
1660,8,2,2,2,2,2,1,1,44.195,1351
1661,8,2,2,2,2,2,1,2,43.664,1335
1662,8,2,2,2,2,2,2,1,43.273,1349
1663,8,2,2,2,2,2,2,2,44.675,1422
1664,8,2,2,4,1,1,1,1,37.510,1181
1665,8,2,2,4,1,1,1,2,37.522,1189
1666,8,2,2,4,1,1,2,1,38.465,1210
1667,8,2,2,4,1,1,2,2,37.401,1279
1668,8,2,2,4,1,2,1,1,36.983,1185
1669,8,2,2,4,1,2,1,2,36.039,1212
1670,8,2,2,4,1,2,2,1,38.564,1214
1671,8,2,2,4,1,2,2,2,37.433,1295
1672,8,2,2,4,2,1,1,1,34.298,1364
1673,8,2,2,4,2,1,1,2,35.344,1441
1674,8,2,2,4,2,1,2,1,36.479,1434
1675,8,2,2,4,2,1,2,2,36.568,1452
1676,8,2,2,4,2,2,1,1,35.673,1353
1677,8,2,2,4,2,2,1,2,35.467,1425
1678,8,2,2,4,2,2,2,1,36.759,1453
1679,8,2,2,4,2,2,2,2,36.222,1533
1680,8,2,4,1,1,1,1,1,42.669,1313
1681,8,2,4,1,1,1,1,2,41.684,1363
1682,8,2,4,1,1,1,2,1,43.864,1349
1683,8,2,4,1,1,1,2,2,44.768,1413
1684,8,2,4,1,1,2,1,1,41.186,1331
1685,8,2,4,1,1,2,1,2,41.569,1379
1686,8,2,4,1,1,2,2,1,42.251,1412
1687,8,2,4,1,1,2,2,2,42.806,1451
1688,8,2,4,1,2,1,1,1,40.966,1427
1689,8,2,4,1,2,1,1,2,41.505,1464
1690,8,2,4,1,2,1,2,1,43.809,1437
1691,8,2,4,1,2,1,2,2,42.727,1538
1692,8,2,4,1,2,2,1,1,42.912,1403
1693,8,2,4,1,2,2,1,2,41.489,1514
1694,8,2,4,1,2,2,2,1,42.938,1474
1695,8,2,4,1,2,2,2,2,44.638,1512
1696,8,2,4,2,1,1,1,1,32.102,1357
1697,8,2,4,2,1,1,1,2,31.401,1378
1698,8,2,4,2,1,1,2,1,32.672,1340
1699,8,2,4,2,1,1,2,2,32.808,1463
1700,8,2,4,2,1,2,1,1,31.891,1347
1701,8,2,4,2,1,2,1,2,31.039,1453
1702,8,2,4,2,1,2,2,1,33.307,1413
1703,8,2,4,2,1,2,2,2,31.553,1504
1704,8,2,4,2,2,1,1,1,30.432,1590
1705,8,2,4,2,2,1,1,2,31.506,1568
1706,8,2,4,2,2,1,2,1,31.832,1623
1707,8,2,4,2,2,1,2,2,31.413,1648
1708,8,2,4,2,2,2,1,1,30.298,1668
1709,8,2,4,2,2,2,1,2,30.919,1656
1710,8,2,4,2,2,2,2,1,31.371,1657
1711,8,2,4,2,2,2,2,2,31.934,1735
1712,8,2,4,4,1,1,1,1,30.625,1509
1713,8,2,4,4,1,1,1,2,30.799,1455
1714,8,2,4,4,1,1,2,1,30.773,1480
1715,8,2,4,4,1,1,2,2,31.319,1484
1716,8,2,4,4,1,2,1,1,30.793,1479
1717,8,2,4,4,1,2,1,2,30.455,1519
1718,8,2,4,4,1,2,2,1,31.660,1552
1719,8,2,4,4,1,2,2,2,31.052,1512
1720,8,2,4,4,2,1,1,1,30.679,1625
1721,8,2,4,4,2,1,1,2,30.139,1638
1722,8,2,4,4,2,1,2,1,32.435,1698
1723,8,2,4,4,2,1,2,2,31.358,1780
1724,8,2,4,4,2,2,1,1,31.764,1687
1725,8,2,4,4,2,2,1,2,31.850,1700
1726,8,2,4,4,2,2,2,1,32.345,1716
1727,8,2,4,4,2,2,2,2,32.143,1808
1728,8,4,1,1,1,1,1,1,37.855,1121
1729,8,4,1,1,1,1,1,2,36.910,1235
1730,8,4,1,1,1,1,2,1,37.881,1207
1731,8,4,1,1,1,1,2,2,38.216,1281
1732,8,4,1,1,1,2,1,1,37.810,1164
1733,8,4,1,1,1,2,1,2,36.926,1278
1734,8,4,1,1,1,2,2,1,38.614,1254
1735,8,4,1,1,1,2,2,2,36.856,1299
1736,8,4,1,1,2,1,1,1,36.754,1281
1737,8,4,1,1,2,1,1,2,37.290,1294
1738,8,4,1,1,2,1,2,1,37.661,1317
1739,8,4,1,1,2,1,2,2,37.087,1381
1740,8,4,1,1,2,2,1,1,35.826,1315
1741,8,4,1,1,2,2,1,2,35.602,1346
1742,8,4,1,1,2,2,2,1,36.719,1337
1743,8,4,1,1,2,2,2,2,37.934,1425
1744,8,4,1,2,1,1,1,1,36.565,1138
1745,8,4,1,2,1,1,1,2,36.856,1213
1746,8,4,1,2,1,1,2,1,38.530,1238
1747,8,4,1,2,1,1,2,2,37.902,1304
1748,8,4,1,2,1,2,1,1,38.556,1221
1749,8,4,1,2,1,2,1,2,37.996,1287
1750,8,4,1,2,1,2,2,1,38.011,1389
1751,8,4,1,2,1,2,2,2,37.817,1336
1752,8,4,1,2,2,1,1,1,36.530,1267
1753,8,4,1,2,2,1,1,2,39.164,1354
1754,8,4,1,2,2,1,2,1,37.693,1322
1755,8,4,1,2,2,1,2,2,37.979,1412
1756,8,4,1,2,2,2,1,1,36.214,1311
1757,8,4,1,2,2,2,1,2,36.038,1379
1758,8,4,1,2,2,2,2,1,39.142,1341
1759,8,4,1,2,2,2,2,2,37.079,1410
1760,8,4,1,4,1,1,1,1,37.670,1345
1761,8,4,1,4,1,1,1,2,37.258,1308
1762,8,4,1,4,1,1,2,1,38.187,1403
1763,8,4,1,4,1,1,2,2,38.957,1348
1764,8,4,1,4,1,2,1,1,36.977,1256
1765,8,4,1,4,1,2,1,2,37.728,1263
1766,8,4,1,4,1,2,2,1,37.364,1425
1767,8,4,1,4,1,2,2,2,39.450,1352
1768,8,4,1,4,2,1,1,1,36.434,1324
1769,8,4,1,4,2,1,1,2,37.040,1414
1770,8,4,1,4,2,1,2,1,37.510,1356
1771,8,4,1,4,2,1,2,2,38.080,1523
1772,8,4,1,4,2,2,1,1,35.039,1372
1773,8,4,1,4,2,2,1,2,37.107,1421
1774,8,4,1,4,2,2,2,1,36.067,1392
1775,8,4,1,4,2,2,2,2,38.401,1462
1776,8,4,2,1,1,1,1,1,44.787,1237
1777,8,4,2,1,1,1,1,2,44.859,1383
1778,8,4,2,1,1,1,2,1,47.602,1359
1779,8,4,2,1,1,1,2,2,46.902,1414
1780,8,4,2,1,1,2,1,1,44.312,1310
1781,8,4,2,1,1,2,1,2,43.925,1346
1782,8,4,2,1,1,2,2,1,45.841,1368
1783,8,4,2,1,1,2,2,2,46.629,1472
1784,8,4,2,1,2,1,1,1,43.948,1460
1785,8,4,2,1,2,1,1,2,44.155,1548
1786,8,4,2,1,2,1,2,1,45.518,1495
1787,8,4,2,1,2,1,2,2,46.881,1563
1788,8,4,2,1,2,2,1,1,43.562,1440
1789,8,4,2,1,2,2,1,2,44.090,1547
1790,8,4,2,1,2,2,2,1,45.328,1483
1791,8,4,2,1,2,2,2,2,44.729,1526
1792,8,4,2,2,1,1,1,1,43.580,1264
1793,8,4,2,2,1,1,1,2,44.238,1350
1794,8,4,2,2,1,1,2,1,45.768,1310
1795,8,4,2,2,1,1,2,2,44.619,1393
1796,8,4,2,2,1,2,1,1,43.343,1278
1797,8,4,2,2,1,2,1,2,45.389,1379
1798,8,4,2,2,1,2,2,1,46.370,1333
1799,8,4,2,2,1,2,2,2,45.073,1478
1800,8,4,2,2,2,1,1,1,43.428,1483
1801,8,4,2,2,2,1,1,2,43.352,1486
1802,8,4,2,2,2,1,2,1,47.024,1531
1803,8,4,2,2,2,1,2,2,46.030,1555
1804,8,4,2,2,2,2,1,1,44.863,1524
1805,8,4,2,2,2,2,1,2,44.959,1520
1806,8,4,2,2,2,2,2,1,44.120,1549
1807,8,4,2,2,2,2,2,2,45.361,1554
1808,8,4,2,4,1,1,1,1,36.184,1282
1809,8,4,2,4,1,1,1,2,38.012,1394
1810,8,4,2,4,1,1,2,1,37.293,1355
1811,8,4,2,4,1,1,2,2,37.817,1457
1812,8,4,2,4,1,2,1,1,37.900,1270
1813,8,4,2,4,1,2,1,2,38.263,1431
1814,8,4,2,4,1,2,2,1,40.023,1369
1815,8,4,2,4,1,2,2,2,39.056,1512
1816,8,4,2,4,2,1,1,1,34.909,1522
1817,8,4,2,4,2,1,1,2,35.352,1559
1818,8,4,2,4,2,1,2,1,38.489,1552
1819,8,4,2,4,2,1,2,2,37.689,1571
1820,8,4,2,4,2,2,1,1,36.150,1502
1821,8,4,2,4,2,2,1,2,37.171,1633
1822,8,4,2,4,2,2,2,1,35.126,1576
1823,8,4,2,4,2,2,2,2,36.822,1596
1824,8,4,4,1,1,1,1,1,43.702,1448
1825,8,4,4,1,1,1,1,2,42.660,1570
1826,8,4,4,1,1,1,2,1,45.676,1505
1827,8,4,4,1,1,1,2,2,45.323,1537
1828,8,4,4,1,1,2,1,1,44.513,1493
1829,8,4,4,1,1,2,1,2,42.846,1571
1830,8,4,4,1,1,2,2,1,45.623,1461
1831,8,4,4,1,1,2,2,2,43.852,1557
1832,8,4,4,1,2,1,1,1,43.321,1509
1833,8,4,4,1,2,1,1,2,43.962,1658
1834,8,4,4,1,2,1,2,1,43.976,1582
1835,8,4,4,1,2,1,2,2,43.513,1735
1836,8,4,4,1,2,2,1,1,43.788,1570
1837,8,4,4,1,2,2,1,2,43.325,1691
1838,8,4,4,1,2,2,2,1,44.345,1650
1839,8,4,4,1,2,2,2,2,44.642,1713
1840,8,4,4,2,1,1,1,1,32.311,1545
1841,8,4,4,2,1,1,1,2,32.725,1578
1842,8,4,4,2,1,1,2,1,33.433,1557
1843,8,4,4,2,1,1,2,2,33.042,1631
1844,8,4,4,2,1,2,1,1,31.693,1581
1845,8,4,4,2,1,2,1,2,32.796,1633
1846,8,4,4,2,1,2,2,1,32.323,1576
1847,8,4,4,2,1,2,2,2,33.424,1714
1848,8,4,4,2,2,1,1,1,33.054,1673
1849,8,4,4,2,2,1,1,2,32.635,1726
1850,8,4,4,2,2,1,2,1,34.062,1707
1851,8,4,4,2,2,1,2,2,33.904,1788
1852,8,4,4,2,2,2,1,1,32.734,1667
1853,8,4,4,2,2,2,1,2,32.273,1732
1854,8,4,4,2,2,2,2,1,32.623,1738
1855,8,4,4,2,2,2,2,2,32.547,1850
1856,8,4,4,4,1,1,1,1,32.566,1518
1857,8,4,4,4,1,1,1,2,33.242,1693
1858,8,4,4,4,1,1,2,1,33.381,1557
1859,8,4,4,4,1,1,2,2,33.013,1632
1860,8,4,4,4,1,2,1,1,32.821,1577
1861,8,4,4,4,1,2,1,2,32.973,1634
1862,8,4,4,4,1,2,2,1,33.592,1610
1863,8,4,4,4,1,2,2,2,33.843,1659
1864,8,4,4,4,2,1,1,1,32.149,1652
1865,8,4,4,4,2,1,1,2,31.418,1779
1866,8,4,4,4,2,1,2,1,32.469,1788
1867,8,4,4,4,2,1,2,2,32.827,1816
1868,8,4,4,4,2,2,1,1,31.958,1735
1869,8,4,4,4,2,2,1,2,32.887,1827
1870,8,4,4,4,2,2,2,1,33.222,1843
1871,8,4,4,4,2,2,2,2,32.842,1848
1872,8,8,1,1,1,1,1,1,22.635,1565
1873,8,8,1,1,1,1,1,2,23.321,1384
1874,8,8,1,1,1,1,2,1,23.588,1441
1875,8,8,1,1,1,1,2,2,23.287,1424
1876,8,8,1,1,1,2,1,1,23.268,1378
1877,8,8,1,1,1,2,1,2,23.122,1447
1878,8,8,1,1,1,2,2,1,22.732,1464
1879,8,8,1,1,1,2,2,2,24.055,1513
1880,8,8,1,1,2,1,1,1,23.203,1499
1881,8,8,1,1,2,1,1,2,23.464,1589
1882,8,8,1,1,2,1,2,1,23.483,1599
1883,8,8,1,1,2,1,2,2,23.842,1646
1884,8,8,1,1,2,2,1,1,23.524,1537
1885,8,8,1,1,2,2,1,2,23.806,1623
1886,8,8,1,1,2,2,2,1,22.684,1666
1887,8,8,1,1,2,2,2,2,23.599,1730
1888,8,8,1,2,1,1,1,1,22.885,1356
1889,8,8,1,2,1,1,1,2,23.026,1465
1890,8,8,1,2,1,1,2,1,23.979,1470
1891,8,8,1,2,1,1,2,2,23.616,1533
1892,8,8,1,2,1,2,1,1,23.981,1449
1893,8,8,1,2,1,2,1,2,23.806,1476
1894,8,8,1,2,1,2,2,1,22.882,1448
1895,8,8,1,2,1,2,2,2,23.976,1593
1896,8,8,1,2,2,1,1,1,23.476,1567
1897,8,8,1,2,2,1,1,2,23.745,1587
1898,8,8,1,2,2,1,2,1,24.011,1576
1899,8,8,1,2,2,1,2,2,23.596,1626
1900,8,8,1,2,2,2,1,1,22.768,1500
1901,8,8,1,2,2,2,1,2,23.070,1574
1902,8,8,1,2,2,2,2,1,24.051,1616
1903,8,8,1,2,2,2,2,2,23.693,1694
1904,8,8,1,4,1,1,1,1,23.895,1458
1905,8,8,1,4,1,1,1,2,22.668,1470
1906,8,8,1,4,1,1,2,1,23.698,1450
1907,8,8,1,4,1,1,2,2,23.756,1484
1908,8,8,1,4,1,2,1,1,23.636,1422
1909,8,8,1,4,1,2,1,2,22.838,1432
1910,8,8,1,4,1,2,2,1,23.684,1482
1911,8,8,1,4,1,2,2,2,23.375,1514
1912,8,8,1,4,2,1,1,1,23.094,1585
1913,8,8,1,4,2,1,1,2,22.914,1716
1914,8,8,1,4,2,1,2,1,23.368,1588
1915,8,8,1,4,2,1,2,2,24.196,1784
1916,8,8,1,4,2,2,1,1,23.335,1613
1917,8,8,1,4,2,2,1,2,24.748,1738
1918,8,8,1,4,2,2,2,1,23.875,1678
1919,8,8,1,4,2,2,2,2,23.782,1761
1920,8,8,2,1,1,1,1,1,28.463,1512
1921,8,8,2,1,1,1,1,2,28.731,1594
1922,8,8,2,1,1,1,2,1,28.148,1576
1923,8,8,2,1,1,1,2,2,28.586,1621
1924,8,8,2,1,1,2,1,1,27.594,1537
1925,8,8,2,1,1,2,1,2,28.374,1576
1926,8,8,2,1,1,2,2,1,28.740,1592
1927,8,8,2,1,1,2,2,2,28.559,1725
1928,8,8,2,1,2,1,1,1,27.470,1608
1929,8,8,2,1,2,1,1,2,28.502,1695
1930,8,8,2,1,2,1,2,1,29.339,1685
1931,8,8,2,1,2,1,2,2,29.046,1809
1932,8,8,2,1,2,2,1,1,28.363,1640
1933,8,8,2,1,2,2,1,2,27.930,1761
1934,8,8,2,1,2,2,2,1,28.725,1665
1935,8,8,2,1,2,2,2,2,28.170,1771
1936,8,8,2,2,1,1,1,1,28.534,1497
1937,8,8,2,2,1,1,1,2,27.604,1555
1938,8,8,2,2,1,1,2,1,29.190,1539
1939,8,8,2,2,1,1,2,2,28.158,1637
1940,8,8,2,2,1,2,1,1,27.714,1517
1941,8,8,2,2,1,2,1,2,27.688,1581
1942,8,8,2,2,1,2,2,1,28.598,1530
1943,8,8,2,2,1,2,2,2,28.660,1690
1944,8,8,2,2,2,1,1,1,28.021,1619
1945,8,8,2,2,2,1,1,2,28.120,1670
1946,8,8,2,2,2,1,2,1,28.748,1651
1947,8,8,2,2,2,1,2,2,27.469,1749
1948,8,8,2,2,2,2,1,1,28.213,1632
1949,8,8,2,2,2,2,1,2,27.358,1702
1950,8,8,2,2,2,2,2,1,28.489,1697
1951,8,8,2,2,2,2,2,2,28.557,1792
1952,8,8,2,4,1,1,1,1,23.951,1544
1953,8,8,2,4,1,1,1,2,23.517,1624
1954,8,8,2,4,1,1,2,1,23.856,1609
1955,8,8,2,4,1,1,2,2,23.700,1710
1956,8,8,2,4,1,2,1,1,23.943,1594
1957,8,8,2,4,1,2,1,2,23.032,1642
1958,8,8,2,4,1,2,2,1,23.309,1660
1959,8,8,2,4,1,2,2,2,23.773,1695
1960,8,8,2,4,2,1,1,1,23.325,1673
1961,8,8,2,4,2,1,1,2,23.599,1813
1962,8,8,2,4,2,1,2,1,23.488,1721
1963,8,8,2,4,2,1,2,2,24.109,1942
1964,8,8,2,4,2,2,1,1,23.441,1646
1965,8,8,2,4,2,2,1,2,23.806,1880
1966,8,8,2,4,2,2,2,1,24.844,1815
1967,8,8,2,4,2,2,2,2,23.967,1883
1968,8,8,4,1,1,1,1,1,28.389,1820
1969,8,8,4,1,1,1,1,2,28.100,1894
1970,8,8,4,1,1,1,2,1,28.570,1786
1971,8,8,4,1,1,1,2,2,28.778,1947
1972,8,8,4,1,1,2,1,1,27.406,1811
1973,8,8,4,1,1,2,1,2,28.992,1826
1974,8,8,4,1,1,2,2,1,27.760,1910
1975,8,8,4,1,1,2,2,2,28.072,1887
1976,8,8,4,1,2,1,1,1,28.674,1891
1977,8,8,4,1,2,1,1,2,27.919,2021
1978,8,8,4,1,2,1,2,1,28.436,1916
1979,8,8,4,1,2,1,2,2,27.968,2029
1980,8,8,4,1,2,2,1,1,28.689,1948
1981,8,8,4,1,2,2,1,2,28.135,2010
1982,8,8,4,1,2,2,2,1,28.747,1959
1983,8,8,4,1,2,2,2,2,27.976,2100
1984,8,8,4,2,1,1,1,1,28.902,1780
1985,8,8,4,2,1,1,1,2,29.724,1890
1986,8,8,4,2,1,1,2,1,29.237,1926
1987,8,8,4,2,1,1,2,2,30.366,1889
1988,8,8,4,2,1,2,1,1,29.060,1871
1989,8,8,4,2,1,2,1,2,29.413,1781
1990,8,8,4,2,1,2,2,1,29.034,1799
1991,8,8,4,2,1,2,2,2,30.081,1900
1992,8,8,4,2,2,1,1,1,29.319,1913
1993,8,8,4,2,2,1,1,2,28.955,2039
1994,8,8,4,2,2,1,2,1,29.775,2011
1995,8,8,4,2,2,1,2,2,29.739,2088
1996,8,8,4,2,2,2,1,1,29.473,1962
1997,8,8,4,2,2,2,1,2,28.736,2002
1998,8,8,4,2,2,2,2,1,29.921,2012
1999,8,8,4,2,2,2,2,2,29.976,2108
2000,8,8,4,4,1,1,1,1,29.079,1718
2001,8,8,4,4,1,1,1,2,29.038,1820
2002,8,8,4,4,1,1,2,1,30.458,1888
2003,8,8,4,4,1,1,2,2,30.093,1930
2004,8,8,4,4,1,2,1,1,29.562,1783
2005,8,8,4,4,1,2,1,2,29.614,1839
2006,8,8,4,4,1,2,2,1,29.571,1883
2007,8,8,4,4,1,2,2,2,29.528,1960
2008,8,8,4,4,2,1,1,1,28.663,1839
2009,8,8,4,4,2,1,1,2,29.665,1995
2010,8,8,4,4,2,1,2,1,29.775,2045
2011,8,8,4,4,2,1,2,2,29.685,2202
2012,8,8,4,4,2,2,1,1,29.475,2066
2013,8,8,4,4,2,2,1,2,29.415,2100
2014,8,8,4,4,2,2,2,1,29.323,2004
2015,8,8,4,4,2,2,2,2,30.541,2172
