design,copy0,copy1,computehistogram,computehistogram_partition,resort,processsymbols,movenodes,assigncodeword,obj1,obj2
0525,2,2,2,4,2,2,1,2,36.611,1361
0526,2,2,2,4,2,2,2,1,37.049,1364
0527,2,2,2,4,2,2,2,2,38.240,1369
0528,2,2,4,1,1,1,1,1,42.121,1232
0529,2,2,4,1,1,1,1,2,42.307,1334
0530,2,2,4,1,1,1,2,1,43.337,1266
0531,2,2,4,1,1,1,2,2,44.140,1345
0532,2,2,4,1,1,2,1,1,41.846,1294
0533,2,2,4,1,1,2,1,2,42.138,1294
0534,2,2,4,1,1,2,2,1,44.401,1299
0535,2,2,4,1,1,2,2,2,44.122,1322
0536,2,2,4,1,2,1,1,1,42.255,1327
0537,2,2,4,1,2,1,1,2,42.207,1397
0538,2,2,4,1,2,1,2,1,44.312,1363
0539,2,2,4,1,2,1,2,2,43.897,1405
0540,2,2,4,1,2,2,1,1,41.884,1350
0541,2,2,4,1,2,2,1,2,42.277,1403
0542,2,2,4,1,2,2,2,1,43.511,1406
0543,2,2,4,1,2,2,2,2,44.405,1453
0544,2,2,4,2,1,1,1,1,31.787,1328
0545,2,2,4,2,1,1,1,2,30.341,1377
0546,2,2,4,2,1,1,2,1,32.584,1394
0547,2,2,4,2,1,1,2,2,32.559,1451
0548,2,2,4,2,1,2,1,1,31.270,1352
0549,2,2,4,2,1,2,1,2,31.092,1435
0550,2,2,4,2,1,2,2,1,32.270,1444
0551,2,2,4,2,1,2,2,2,32.381,1403
0552,2,2,4,2,2,1,1,1,32.340,1449
0553,2,2,4,2,2,1,1,2,30.768,1542
0554,2,2,4,2,2,1,2,1,32.045,1548
0555,2,2,4,2,2,1,2,2,33.101,1525
0556,2,2,4,2,2,2,1,1,31.281,1525
0557,2,2,4,2,2,2,1,2,31.597,1549
0558,2,2,4,2,2,2,2,1,32.376,1603
0559,2,2,4,2,2,2,2,2,32.387,1599
0560,2,2,4,4,1,1,1,1,31.128,1388
0561,2,2,4,4,1,1,1,2,31.027,1434
0562,2,2,4,4,1,1,2,1,31.851,1473
0563,2,2,4,4,1,1,2,2,32.519,1468
0564,2,2,4,4,1,2,1,1,32.317,1376
0565,2,2,4,4,1,2,1,2,31.179,1486
0566,2,2,4,4,1,2,2,1,32.319,1466
0567,2,2,4,4,1,2,2,2,31.926,1476
0568,2,2,4,4,2,1,1,1,31.190,1644
0569,2,2,4,4,2,1,1,2,30.669,1615
0570,2,2,4,4,2,1,2,1,33.500,1620
0571,2,2,4,4,2,1,2,2,32.445,1636
0572,2,2,4,4,2,2,1,1,32.013,1543
0573,2,2,4,4,2,2,1,2,32.274,1626
0574,2,2,4,4,2,2,2,1,31.482,1668
0575,2,2,4,4,2,2,2,2,32.534,1582
0576,2,4,1,1,1,1,1,1,37.145,1303
0577,2,4,1,1,1,1,1,2,36.485,1158
0578,2,4,1,1,1,1,2,1,37.929,1158
0579,2,4,1,1,1,1,2,2,37.674,1239
0580,2,4,1,1,1,2,1,1,36.726,1136
0581,2,4,1,1,1,2,1,2,39.012,1175
0582,2,4,1,1,1,2,2,1,37.742,1133
0583,2,4,1,1,1,2,2,2,38.040,1218
0584,2,4,1,1,2,1,1,1,36.769,1229
0585,2,4,1,1,2,1,1,2,35.618,1331
0586,2,4,1,1,2,1,2,1,38.577,1321
0587,2,4,1,1,2,1,2,2,37.318,1349
0588,2,4,1,1,2,2,1,1,36.485,1295
0589,2,4,1,1,2,2,1,2,36.224,1322
0590,2,4,1,1,2,2,2,1,37.738,1286
0591,2,4,1,1,2,2,2,2,37.766,1406
0592,2,4,1,2,1,1,1,1,37.731,1128
0593,2,4,1,2,1,1,1,2,37.583,1223
0594,2,4,1,2,1,1,2,1,39.449,1159
0595,2,4,1,2,1,1,2,2,37.251,1212
0596,2,4,1,2,1,2,1,1,37.964,1295
0597,2,4,1,2,1,2,1,2,38.369,1215
0598,2,4,1,2,1,2,2,1,38.501,1167
0599,2,4,1,2,1,2,2,2,39.260,1266
0600,2,4,1,2,2,1,1,1,36.946,1227
0601,2,4,1,2,2,1,1,2,36.911,1314
0602,2,4,1,2,2,1,2,1,38.023,1269
0603,2,4,1,2,2,1,2,2,38.768,1336
0604,2,4,1,2,2,2,1,1,37.591,1231
0605,2,4,1,2,2,2,1,2,38.425,1334
0606,2,4,1,2,2,2,2,1,37.350,1311
0607,2,4,1,2,2,2,2,2,36.029,1374
0608,2,4,1,4,1,1,1,1,36.520,1141
0609,2,4,1,4,1,1,1,2,36.251,1217
0610,2,4,1,4,1,1,2,1,38.594,1350
0611,2,4,1,4,1,1,2,2,37.905,1254
0612,2,4,1,4,1,2,1,1,38.123,1155
0613,2,4,1,4,1,2,1,2,38.805,1228
0614,2,4,1,4,1,2,2,1,39.043,1228
0615,2,4,1,4,1,2,2,2,38.455,1297
0616,2,4,1,4,2,1,1,1,36.512,1254
0617,2,4,1,4,2,1,1,2,36.035,1352
0618,2,4,1,4,2,1,2,1,37.722,1374
0619,2,4,1,4,2,1,2,2,36.472,1451
0620,2,4,1,4,2,2,1,1,36.008,1310
0621,2,4,1,4,2,2,1,2,37.566,1393
0622,2,4,1,4,2,2,2,1,36.499,1389
0623,2,4,1,4,2,2,2,2,35.908,1440
0624,2,4,2,1,1,1,1,1,43.979,1232
0625,2,4,2,1,1,1,1,2,44.160,1306
0626,2,4,2,1,1,1,2,1,44.974,1245
0627,2,4,2,1,1,1,2,2,44.337,1339
0628,2,4,2,1,1,2,1,1,43.206,1252
0629,2,4,2,1,1,2,1,2,44.263,1368
0630,2,4,2,1,1,2,2,1,44.328,1275
0631,2,4,2,1,1,2,2,2,44.632,1371
0632,2,4,2,1,2,1,1,1,43.291,1428
0633,2,4,2,1,2,1,1,2,44.151,1422
0634,2,4,2,1,2,1,2,1,44.132,1467
0635,2,4,2,1,2,1,2,2,45.106,1470
0636,2,4,2,1,2,2,1,1,42.104,1535
0637,2,4,2,1,2,2,1,2,44.627,1446
0638,2,4,2,1,2,2,2,1,45.330,1451
0639,2,4,2,1,2,2,2,2,44.955,1545
0640,2,4,2,2,1,1,1,1,42.966,1235
0641,2,4,2,2,1,1,1,2,43.028,1345
0642,2,4,2,2,1,1,2,1,45.445,1264
0643,2,4,2,2,1,1,2,2,45.677,1394
0644,2,4,2,2,1,2,1,1,42.062,1290
0645,2,4,2,2,1,2,1,2,44.546,1355
0646,2,4,2,2,1,2,2,1,44.042,1263
0647,2,4,2,2,1,2,2,2,45.878,1347
0648,2,4,2,2,2,1,1,1,43.575,1404
0649,2,4,2,2,2,1,1,2,42.611,1461
0650,2,4,2,2,2,1,2,1,45.571,1477
0651,2,4,2,2,2,1,2,2,45.760,1491
0652,2,4,2,2,2,2,1,1,43.607,1472
0653,2,4,2,2,2,2,1,2,43.872,1521
0654,2,4,2,2,2,2,2,1,44.753,1449
0655,2,4,2,2,2,2,2,2,44.861,1581
0656,2,4,2,4,1,1,1,1,37.399,1270
0657,2,4,2,4,1,1,1,2,37.428,1338
0658,2,4,2,4,1,1,2,1,38.484,1285
0659,2,4,2,4,1,1,2,2,37.541,1379
0660,2,4,2,4,1,2,1,1,38.229,1227
0661,2,4,2,4,1,2,1,2,37.318,1337
0662,2,4,2,4,1,2,2,1,39.008,1322
0663,2,4,2,4,1,2,2,2,36.010,1432
0664,2,4,2,4,2,1,1,1,36.648,1585
0665,2,4,2,4,2,1,1,2,38.178,1510
0666,2,4,2,4,2,1,2,1,38.883,1523
0667,2,4,2,4,2,1,2,2,38.606,1596
0668,2,4,2,4,2,2,1,1,37.391,1485
0669,2,4,2,4,2,2,1,2,35.680,1581
0670,2,4,2,4,2,2,2,1,37.421,1615
0671,2,4,2,4,2,2,2,2,36.951,1673
0672,2,4,4,1,1,1,1,1,42.270,1301
0673,2,4,4,1,1,1,1,2,42.983,1417
0674,2,4,4,1,1,1,2,1,44.401,1400
0675,2,4,4,1,1,1,2,2,44.383,1451
0676,2,4,4,1,1,2,1,1,42.650,1372
0677,2,4,4,1,1,2,1,2,43.928,1416
0678,2,4,4,1,1,2,2,1,44.852,1432
0679,2,4,4,1,1,2,2,2,44.128,1481
0680,2,4,4,1,2,1,1,1,43.630,1560
0681,2,4,4,1,2,1,1,2,43.072,1599
0682,2,4,4,1,2,1,2,1,43.638,1616
0683,2,4,4,1,2,1,2,2,45.021,1610
0684,2,4,4,1,2,2,1,1,41.885,1531
0685,2,4,4,1,2,2,1,2,42.041,1669
0686,2,4,4,1,2,2,2,1,44.209,1576
0687,2,4,4,1,2,2,2,2,43.879,1641
0688,2,4,4,2,1,1,1,1,31.828,1484
0689,2,4,4,2,1,1,1,2,32.442,1572
0690,2,4,4,2,1,1,2,1,32.370,1572
0691,2,4,4,2,1,1,2,2,32.442,1601
0692,2,4,4,2,1,2,1,1,31.986,1478
0693,2,4,4,2,1,2,1,2,32.116,1579
0694,2,4,4,2,1,2,2,1,33.541,1579
0695,2,4,4,2,1,2,2,2,32.168,1611
0696,2,4,4,2,2,1,1,1,31.688,1520
0697,2,4,4,2,2,1,1,2,32.107,1625
0698,2,4,4,2,2,1,2,1,32.946,1628
0699,2,4,4,2,2,1,2,2,31.978,1649
0700,2,4,4,2,2,2,1,1,31.473,1614
0701,2,4,4,2,2,2,1,2,32.061,1626
0702,2,4,4,2,2,2,2,1,31.940,1709
0703,2,4,4,2,2,2,2,2,32.494,1738
0704,2,4,4,4,1,1,1,1,31.836,1435
0705,2,4,4,4,1,1,1,2,31.722,1522
0706,2,4,4,4,1,1,2,1,32.481,1563
0707,2,4,4,4,1,1,2,2,33.578,1633
0708,2,4,4,4,1,2,1,1,32.109,1497
0709,2,4,4,4,1,2,1,2,31.617,1578
0710,2,4,4,4,1,2,2,1,32.763,1522
0711,2,4,4,4,1,2,2,2,32.650,1631
0712,2,4,4,4,2,1,1,1,31.875,1678
0713,2,4,4,4,2,1,1,2,32.969,1763
0714,2,4,4,4,2,1,2,1,33.413,1684
0715,2,4,4,4,2,1,2,2,33.620,1780
0716,2,4,4,4,2,2,1,1,31.662,1673
0717,2,4,4,4,2,2,1,2,31.477,1774
0718,2,4,4,4,2,2,2,1,32.284,1777
0719,2,4,4,4,2,2,2,2,33.163,1815
0720,2,8,1,1,1,1,1,1,23.295,1342
0721,2,8,1,1,1,1,1,2,22.340,1380
0722,2,8,1,1,1,1,2,1,23.714,1434
0723,2,8,1,1,1,1,2,2,23.812,1595
0724,2,8,1,1,1,2,1,1,24.020,1321
0725,2,8,1,1,1,2,1,2,23.151,1477
0726,2,8,1,1,1,2,2,1,23.252,1425
0727,2,8,1,1,1,2,2,2,23.259,1541
0728,2,8,1,1,2,1,1,1,22.992,1463
0729,2,8,1,1,2,1,1,2,23.662,1593
0730,2,8,1,1,2,1,2,1,23.676,1500
0731,2,8,1,1,2,1,2,2,23.847,1643
0732,2,8,1,1,2,2,1,1,22.233,1438
0733,2,8,1,1,2,2,1,2,22.829,1566
0734,2,8,1,1,2,2,2,1,23.500,1554
0735,2,8,1,1,2,2,2,2,23.818,1675
0736,2,8,1,2,1,1,1,1,22.986,1318
0737,2,8,1,2,1,1,1,2,23.023,1441
0738,2,8,1,2,1,1,2,1,24.019,1408
0739,2,8,1,2,1,1,2,2,23.880,1502
0740,2,8,1,2,1,2,1,1,23.584,1384
0741,2,8,1,2,1,2,1,2,22.658,1454
0742,2,8,1,2,1,2,2,1,23.889,1452
0743,2,8,1,2,1,2,2,2,24.009,1503
0744,2,8,1,2,2,1,1,1,22.610,1383
0745,2,8,1,2,2,1,1,2,22.791,1569
0746,2,8,1,2,2,1,2,1,23.662,1496
0747,2,8,1,2,2,1,2,2,23.729,1613
0748,2,8,1,2,2,2,1,1,23.139,1529
0749,2,8,1,2,2,2,1,2,23.906,1542
0750,2,8,1,2,2,2,2,1,23.989,1562
0751,2,8,1,2,2,2,2,2,23.702,1685
0752,2,8,1,4,1,1,1,1,23.461,1300
0753,2,8,1,4,1,1,1,2,23.902,1465
0754,2,8,1,4,1,1,2,1,23.703,1407
0755,2,8,1,4,1,1,2,2,23.558,1561
0756,2,8,1,4,1,2,1,1,22.596,1373
0757,2,8,1,4,1,2,1,2,24.015,1465
0758,2,8,1,4,1,2,2,1,23.262,1433
0759,2,8,1,4,1,2,2,2,23.793,1548
0760,2,8,1,4,2,1,1,1,23.254,1533
0761,2,8,1,4,2,1,1,2,23.634,1675
0762,2,8,1,4,2,1,2,1,23.299,1665
0763,2,8,1,4,2,1,2,2,23.414,1664
0764,2,8,1,4,2,2,1,1,23.247,1518
0765,2,8,1,4,2,2,1,2,23.189,1644
0766,2,8,1,4,2,2,2,1,23.369,1673
0767,2,8,1,4,2,2,2,2,23.001,1691
0768,2,8,2,1,1,1,1,1,27.858,1491
0769,2,8,2,1,1,1,1,2,28.071,1530
0770,2,8,2,1,1,1,2,1,28.423,1596
0771,2,8,2,1,1,1,2,2,27.946,1581
0772,2,8,2,1,1,2,1,1,27.822,1469
0773,2,8,2,1,1,2,1,2,27.668,1580
0774,2,8,2,1,1,2,2,1,27.663,1572
0775,2,8,2,1,1,2,2,2,28.604,1609
0776,2,8,2,1,2,1,1,1,27.631,1578
0777,2,8,2,1,2,1,1,2,27.546,1654
0778,2,8,2,1,2,1,2,1,27.765,1699
0779,2,8,2,1,2,1,2,2,27.277,1738
0780,2,8,2,1,2,2,1,1,28.327,1598
0781,2,8,2,1,2,2,1,2,27.788,1778
0782,2,8,2,1,2,2,2,1,27.692,1738
0783,2,8,2,1,2,2,2,2,26.870,1837
0784,2,8,2,2,1,1,1,1,27.881,1368
0785,2,8,2,2,1,1,1,2,27.877,1494
0786,2,8,2,2,1,1,2,1,27.781,1542
0787,2,8,2,2,1,1,2,2,27.970,1601
0788,2,8,2,2,1,2,1,1,27.824,1441
0789,2,8,2,2,1,2,1,2,27.653,1517
0790,2,8,2,2,1,2,2,1,28.224,1447
0791,2,8,2,2,1,2,2,2,28.230,1594
0792,2,8,2,2,2,1,1,1,26.989,1551
0793,2,8,2,2,2,1,1,2,27.710,1713
0794,2,8,2,2,2,1,2,1,28.141,1665
0795,2,8,2,2,2,1,2,2,28.018,1766
0796,2,8,2,2,2,2,1,1,27.273,1584
0797,2,8,2,2,2,2,1,2,27.057,1732
0798,2,8,2,2,2,2,2,1,28.804,1667
0799,2,8,2,2,2,2,2,2,28.707,1780
0800,2,8,2,4,1,1,1,1,23.293,1451
0801,2,8,2,4,1,1,1,2,23.278,1599
0802,2,8,2,4,1,1,2,1,24.009,1669
0803,2,8,2,4,1,1,2,2,23.448,1745
0804,2,8,2,4,1,2,1,1,23.005,1545
0805,2,8,2,4,1,2,1,2,22.526,1647
0806,2,8,2,4,1,2,2,1,23.837,1764
0807,2,8,2,4,1,2,2,2,23.466,1685
0808,2,8,2,4,2,1,1,1,21.961,1661
0809,2,8,2,4,2,1,1,2,22.726,1757
0810,2,8,2,4,2,1,2,1,23.369,1734
0811,2,8,2,4,2,1,2,2,24.156,1821
0812,2,8,2,4,2,2,1,1,23.416,1760
0813,2,8,2,4,2,2,1,2,22.694,1771
0814,2,8,2,4,2,2,2,1,23.561,1876
0815,2,8,2,4,2,2,2,2,23.391,1864
0816,2,8,4,1,1,1,1,1,27.955,1760
0817,2,8,4,1,1,1,1,2,27.596,1716
0818,2,8,4,1,1,1,2,1,28.040,1773
0819,2,8,4,1,1,1,2,2,29.074,1893
0820,2,8,4,1,1,2,1,1,27.640,1623
0821,2,8,4,1,1,2,1,2,26.606,1810
0822,2,8,4,1,1,2,2,1,27.846,1853
0823,2,8,4,1,1,2,2,2,27.952,1984
0824,2,8,4,1,2,1,1,1,27.749,1792
0825,2,8,4,1,2,1,1,2,28.723,1997
0826,2,8,4,1,2,1,2,1,28.131,1906
0827,2,8,4,1,2,1,2,2,27.516,1969
0828,2,8,4,1,2,2,1,1,27.925,1896
0829,2,8,4,1,2,2,1,2,27.545,2021
0830,2,8,4,1,2,2,2,1,28.555,2004
0831,2,8,4,1,2,2,2,2,27.948,2076
0832,2,8,4,2,1,1,1,1,28.631,1611
0833,2,8,4,2,1,1,1,2,28.528,1729
0834,2,8,4,2,1,1,2,1,29.403,1677
0835,2,8,4,2,1,1,2,2,29.930,1804
0836,2,8,4,2,1,2,1,1,28.943,1624
0837,2,8,4,2,1,2,1,2,28.949,1747
0838,2,8,4,2,1,2,2,1,30.104,1711
0839,2,8,4,2,1,2,2,2,30.281,1917
0840,2,8,4,2,2,1,1,1,28.998,1801
0841,2,8,4,2,2,1,1,2,28.911,1946
0842,2,8,4,2,2,1,2,1,30.442,1906
0843,2,8,4,2,2,1,2,2,29.854,1994
0844,2,8,4,2,2,2,1,1,28.869,1934
0845,2,8,4,2,2,2,1,2,29.122,1965
0846,2,8,4,2,2,2,2,1,29.106,1971
0847,2,8,4,2,2,2,2,2,30.098,2080
0848,2,8,4,4,1,1,1,1,28.976,1694
0849,2,8,4,4,1,1,1,2,28.547,1819
0850,2,8,4,4,1,1,2,1,28.744,1766
0851,2,8,4,4,1,1,2,2,28.910,1912
0852,2,8,4,4,1,2,1,1,28.752,1737
0853,2,8,4,4,1,2,1,2,29.019,1861
0854,2,8,4,4,1,2,2,1,29.445,1879
0855,2,8,4,4,1,2,2,2,29.879,1983
0856,2,8,4,4,2,1,1,1,28.514,1948
0857,2,8,4,4,2,1,1,2,29.518,2047
0858,2,8,4,4,2,1,2,1,28.617,2006
0859,2,8,4,4,2,1,2,2,29.758,2100
0860,2,8,4,4,2,2,1,1,28.374,1902
0861,2,8,4,4,2,2,1,2,28.568,2043
0862,2,8,4,4,2,2,2,1,29.754,2006
0863,2,8,4,4,2,2,2,2,29.461,2080
0864,4,1,1,1,1,1,1,1,36.354,935
0865,4,1,1,1,1,1,1,2,36.510,869
0866,4,1,1,1,1,1,2,1,36.496,871
0867,4,1,1,1,1,1,2,2,36.822,897
0868,4,1,1,1,1,2,1,1,35.681,956
0869,4,1,1,1,1,2,1,2,37.436,907
0870,4,1,1,1,1,2,2,1,36.188,913
0871,4,1,1,1,1,2,2,2,37.814,912
0872,4,1,1,1,2,1,1,1,35.935,944
0873,4,1,1,1,2,1,1,2,36.098,972
0874,4,1,1,1,2,1,2,1,36.933,1008
0875,4,1,1,1,2,1,2,2,37.221,1047
0876,4,1,1,1,2,2,1,1,36.706,965
0877,4,1,1,1,2,2,1,2,35.729,1030
0878,4,1,1,1,2,2,2,1,36.984,1051
0879,4,1,1,1,2,2,2,2,37.638,1049
0880,4,1,1,2,1,1,1,1,35.964,839
0881,4,1,1,2,1,1,1,2,37.101,886
0882,4,1,1,2,1,1,2,1,35.724,895
0883,4,1,1,2,1,1,2,2,38.504,902
0884,4,1,1,2,1,2,1,1,37.436,881
0885,4,1,1,2,1,2,1,2,35.835,917
0886,4,1,1,2,1,2,2,1,36.262,890
0887,4,1,1,2,1,2,2,2,38.367,955
0888,4,1,1,2,2,1,1,1,37.395,950
0889,4,1,1,2,2,1,1,2,36.057,996
0890,4,1,1,2,2,1,2,1,37.164,967
0891,4,1,1,2,2,1,2,2,39.246,1029
0892,4,1,1,2,2,2,1,1,37.089,969
0893,4,1,1,2,2,2,1,2,36.241,1037
0894,4,1,1,2,2,2,2,1,36.621,1000
0895,4,1,1,2,2,2,2,2,36.875,1095
0896,4,1,1,4,1,1,1,1,37.097,878
0897,4,1,1,4,1,1,1,2,36.381,909
0898,4,1,1,4,1,1,2,1,37.038,874
0899,4,1,1,4,1,1,2,2,37.040,899
0900,4,1,1,4,1,2,1,1,37.129,906
0901,4,1,1,4,1,2,1,2,36.576,1054
0902,4,1,1,4,1,2,2,1,37.341,927
0903,4,1,1,4,1,2,2,2,36.860,949
0904,4,1,1,4,2,1,1,1,37.089,1018
0905,4,1,1,4,2,1,1,2,37.208,1083
0906,4,1,1,4,2,1,2,1,36.273,1059
0907,4,1,1,4,2,1,2,2,36.047,1153
0908,4,1,1,4,2,2,1,1,35.846,1049
0909,4,1,1,4,2,2,1,2,37.046,1126
0910,4,1,1,4,2,2,2,1,35.604,1074
0911,4,1,1,4,2,2,2,2,36.625,1163
0912,4,1,2,1,1,1,1,1,43.905,941
0913,4,1,2,1,1,1,1,2,45.092,1012
0914,4,1,2,1,1,1,2,1,44.871,962
0915,4,1,2,1,1,1,2,2,44.229,1066
0916,4,1,2,1,1,2,1,1,44.005,978
0917,4,1,2,1,1,2,1,2,45.469,1019
0918,4,1,2,1,1,2,2,1,44.470,992
0919,4,1,2,1,1,2,2,2,44.914,1085
0920,4,1,2,1,2,1,1,1,43.819,1051
0921,4,1,2,1,2,1,1,2,44.627,1110
0922,4,1,2,1,2,1,2,1,45.682,1108
0923,4,1,2,1,2,1,2,2,46.706,1121
0924,4,1,2,1,2,2,1,1,44.849,1090
0925,4,1,2,1,2,2,1,2,43.388,1119
0926,4,1,2,1,2,2,2,1,46.884,1102
0927,4,1,2,1,2,2,2,2,44.624,1151
0928,4,1,2,2,1,1,1,1,44.291,953
0929,4,1,2,2,1,1,1,2,44.570,999
0930,4,1,2,2,1,1,2,1,44.919,958
0931,4,1,2,2,1,1,2,2,45.865,1041
0932,4,1,2,2,1,2,1,1,44.346,1002
0933,4,1,2,2,1,2,1,2,44.388,1035
0934,4,1,2,2,1,2,2,1,45.740,1003
0935,4,1,2,2,1,2,2,2,45.396,1049
0936,4,1,2,2,2,1,1,1,44.796,1076
0937,4,1,2,2,2,1,1,2,44.370,1120
0938,4,1,2,2,2,1,2,1,45.175,1151
0939,4,1,2,2,2,1,2,2,44.569,1149
0940,4,1,2,2,2,2,1,1,45.154,1131
0941,4,1,2,2,2,2,1,2,43.576,1165
0942,4,1,2,2,2,2,2,1,45.122,1162
0943,4,1,2,2,2,2,2,2,45.236,1179
0944,4,1,2,4,1,1,1,1,37.208,976
0945,4,1,2,4,1,1,1,2,36.924,1016
0946,4,1,2,4,1,1,2,1,35.655,1026
0947,4,1,2,4,1,1,2,2,37.959,1034
0948,4,1,2,4,1,2,1,1,36.423,1004
0949,4,1,2,4,1,2,1,2,36.641,1085
0950,4,1,2,4,1,2,2,1,36.439,1082
0951,4,1,2,4,1,2,2,2,38.011,1112
0952,4,1,2,4,2,1,1,1,35.987,1148
0953,4,1,2,4,2,1,1,2,37.476,1252
0954,4,1,2,4,2,1,2,1,36.522,1172
0955,4,1,2,4,2,1,2,2,37.987,1204
0956,4,1,2,4,2,2,1,1,36.507,1201
0957,4,1,2,4,2,2,1,2,36.241,1218
0958,4,1,2,4,2,2,2,1,37.529,1229
0959,4,1,2,4,2,2,2,2,37.507,1266
0960,4,1,4,1,1,1,1,1,44.673,1118
0961,4,1,4,1,1,1,1,2,43.822,1139
0962,4,1,4,1,1,1,2,1,43.906,1163
0963,4,1,4,1,1,1,2,2,44.771,1143
0964,4,1,4,1,1,2,1,1,43.368,1143
0965,4,1,4,1,1,2,1,2,43.217,1148
0966,4,1,4,1,1,2,2,1,45.036,1162
0967,4,1,4,1,1,2,2,2,45.838,1196
0968,4,1,4,1,2,1,1,1,43.515,1222
0969,4,1,4,1,2,1,1,2,42.815,1292
0970,4,1,4,1,2,1,2,1,44.092,1285
0971,4,1,4,1,2,1,2,2,44.519,1294
0972,4,1,4,1,2,2,1,1,43.623,1258
0973,4,1,4,1,2,2,1,2,44.963,1277
0974,4,1,4,1,2,2,2,1,42.917,1318
0975,4,1,4,1,2,2,2,2,44.469,1369
0976,4,1,4,2,1,1,1,1,44.059,1127
0977,4,1,4,2,1,1,1,2,43.350,1184
0978,4,1,4,2,1,1,2,1,44.142,1151
0979,4,1,4,2,1,1,2,2,44.419,1193
0980,4,1,4,2,1,2,1,1,43.623,1170
0981,4,1,4,2,1,2,1,2,44.820,1193
0982,4,1,4,2,1,2,2,1,43.481,1185
0983,4,1,4,2,1,2,2,2,44.665,1163
0984,4,1,4,2,2,1,1,1,44.096,1259
0985,4,1,4,2,2,1,1,2,44.018,1242
0986,4,1,4,2,2,1,2,1,44.233,1271
0987,4,1,4,2,2,1,2,2,45.242,1305
0988,4,1,4,2,2,2,1,1,44.257,1289
0989,4,1,4,2,2,2,1,2,44.877,1303
0990,4,1,4,2,2,2,2,1,43.230,1311
0991,4,1,4,2,2,2,2,2,44.478,1311
0992,4,1,4,4,1,1,1,1,43.727,1089
0993,4,1,4,4,1,1,1,2,44.206,1137
0994,4,1,4,4,1,1,2,1,44.993,1103
0995,4,1,4,4,1,1,2,2,44.324,1161
0996,4,1,4,4,1,2,1,1,43.085,1119
0997,4,1,4,4,1,2,1,2,44.425,1163
0998,4,1,4,4,1,2,2,1,45.313,1179
0999,4,1,4,4,1,2,2,2,45.360,1191
1000,4,1,4,4,2,1,1,1,44.996,1274
1001,4,1,4,4,2,1,1,2,43.421,1340
1002,4,1,4,4,2,1,2,1,44.589,1299
1003,4,1,4,4,2,1,2,2,45.242,1330
1004,4,1,4,4,2,2,1,1,42.998,1333
1005,4,1,4,4,2,2,1,2,43.641,1388
1006,4,1,4,4,2,2,2,1,43.060,1393
1007,4,1,4,4,2,2,2,2,45.017,1410
1008,4,2,1,1,1,1,1,1,37.059,1110
1009,4,2,1,1,1,1,1,2,34.924,1057
1010,4,2,1,1,1,1,2,1,36.829,1036
1011,4,2,1,1,1,1,2,2,37.138,1090
1012,4,2,1,1,1,2,1,1,36.946,1021
1013,4,2,1,1,1,2,1,2,37.135,1065
1014,4,2,1,1,1,2,2,1,38.247,1086
1015,4,2,1,1,1,2,2,2,37.719,1090
1016,4,2,1,1,2,1,1,1,37.683,1111
1017,4,2,1,1,2,1,1,2,35.929,1191
1018,4,2,1,1,2,1,2,1,36.624,1178
1019,4,2,1,1,2,1,2,2,36.840,1167
1020,4,2,1,1,2,2,1,1,36.334,1179
1021,4,2,1,1,2,2,1,2,35.107,1279
1022,4,2,1,1,2,2,2,1,36.895,1225
1023,4,2,1,1,2,2,2,2,36.693,1246
1024,4,2,1,2,1,1,1,1,37.804,1040
1025,4,2,1,2,1,1,1,2,35.175,1046
1026,4,2,1,2,1,1,2,1,41.777,1051
1027,4,2,1,2,1,1,2,2,36.848,1106
1028,4,2,1,2,1,2,1,1,38.078,1048
1029,4,2,1,2,1,2,1,2,38.407,1128
1030,4,2,1,2,1,2,2,1,36.701,1070
1031,4,2,1,2,1,2,2,2,37.000,1136
1032,4,2,1,2,2,1,1,1,38.459,1164
1033,4,2,1,2,2,1,1,2,35.659,1196
1034,4,2,1,2,2,1,2,1,39.830,1204
1035,4,2,1,2,2,1,2,2,37.887,1226
1036,4,2,1,2,2,2,1,1,37.034,1200
1037,4,2,1,2,2,2,1,2,35.332,1226
1038,4,2,1,2,2,2,2,1,38.298,1215
1039,4,2,1,2,2,2,2,2,37.444,1268
1040,4,2,1,4,1,1,1,1,37.452,1033
1041,4,2,1,4,1,1,1,2,37.934,1079
1042,4,2,1,4,1,1,2,1,38.252,1071
1043,4,2,1,4,1,1,2,2,38.449,1084
1044,4,2,1,4,1,2,1,1,38.967,1077
1045,4,2,1,4,1,2,1,2,37.825,1113
1046,4,2,1,4,1,2,2,1,39.284,1118
1047,4,2,1,4,1,2,2,2,38.068,1181
1048,4,2,1,4,2,1,1,1,36.081,1205
1049,4,2,1,4,2,1,1,2,35.441,1258
1050,4,2,1,4,2,1,2,1,37.784,1230
1051,4,2,1,4,2,1,2,2,38.252,1279
1052,4,2,1,4,2,2,1,1,36.501,1258
1053,4,2,1,4,2,2,1,2,35.925,1268
1054,4,2,1,4,2,2,2,1,36.778,1234
1055,4,2,1,4,2,2,2,2,37.545,1327
1056,4,2,2,1,1,1,1,1,45.177,1152
1057,4,2,2,1,1,1,1,2,42.865,1141
1058,4,2,2,1,1,1,2,1,45.566,1151
1059,4,2,2,1,1,1,2,2,43.317,1170
1060,4,2,2,1,1,2,1,1,43.210,1091
1061,4,2,2,1,1,2,1,2,44.487,1127
